train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2,train_rmse_scaled,test_rmse_scaled
0.008711638559169808,0.004125338482041445,0.9929349913023329,0.01631357641182423,0.007362635128076065,0.9759963078651542,0.08405360609555737,0.15740034626274974
