target,peak_y_true,target_error_mm,max_abs_xr_true,constraint_violation_abs_mm,feasible_abs,peak_y_pred,max_abs_xr_pred,surrogate_function_evaluations,optimization_time_s
0.55,0.5487590572139558,1.2409427860442523,0.4573373815473215,0.0,True,0.5500033607654893,0.45790779727629355,13124,37.84170842170715
0.6,0.602179815332378,2.179815332377988,0.48970524598978654,0.0,True,0.5999985639530213,0.49015732779851334,13124,39.1188759803772
0.65,0.6431935949055905,6.806405094409551,0.4938222646845115,0.0,True,0.6499976565171977,0.4933443898048881,13166,39.01614427566528
0.7,0.6650377943907064,34.96220560929353,0.4946796891026979,0.0,True,0.6732045462185522,0.4942922694206126,13257,41.11799597740173
0.75,0.6679696522177854,82.03034778221463,0.49616946872248635,0.0,True,0.6756296865748702,0.4958841276983851,13187,39.16877818107605
