target,attempt,generation,best_objective_so_far,scipy_convergence
0.55,4,92,0.07808917498855697,0.002058681401129453
0.55,4,93,0.07808917498855697,0.0020928205662373053
0.55,4,94,0.07808917498855697,0.003084407523878078
0.55,4,95,0.07808917498855697,0.0031469007553369737
0.55,4,96,0.07808917498855697,0.0036565012891909263
0.55,4,97,0.07808917498855697,0.003688060118862988
0.55,4,98,0.07808890355873216,0.003777436144258748
0.55,4,99,0.0780886309806091,0.003937530810426882
0.55,4,100,0.0780886309806091,0.003939894810350216
0.55,4,101,0.0780886309806091,0.004785940622244695
0.55,4,102,0.07808857473211041,0.005255133435556615
0.55,4,103,0.07808857473211041,0.005713799728060066
0.55,4,104,0.07808857473211041,0.006527445700365884
0.55,4,105,0.07808857473211041,0.006881975289581882
0.55,4,106,0.07808857473211041,0.007403910413391205
0.55,4,107,0.07808857473211041,0.007559278609786074
0.55,4,108,0.07808852269019673,0.008723577158554124
0.55,4,109,0.07808852269019673,0.009081349385221933
0.55,4,110,0.07808852269019673,0.009744365375362503
0.55,4,111,0.07808852269019673,0.010997701847642856
0.55,4,112,0.07808852269019673,0.011004227228177205
0.55,4,113,0.07808850729185192,0.013480761404295917
0.55,4,114,0.07808850729185192,0.014402467491901454
0.55,4,115,0.07808850729185192,0.015589913858085362
0.55,4,116,0.07808850729185192,0.02090727178884615
0.55,4,117,0.07808850729185192,0.022223755864956164
0.55,4,118,0.07808850729185192,0.024142350275849947
0.55,4,119,0.07808850729185192,0.025717224222309976
0.55,4,120,0.0780884481308074,0.026066593335611257
0.55,4,121,0.07808844490427837,
0.55,5,1,0.08150422467800328,2.612800382847969e-08
0.55,5,2,0.08150422467800328,1.5150903986043783e-08
0.55,5,3,0.07990743000858877,2.388854113979183e-08
0.55,5,4,0.07990743000858877,2.7807320811615097e-08
0.55,5,5,0.07990743000858877,4.209875629364811e-08
0.55,5,6,0.07990743000858877,4.136416705720992e-08
0.55,5,7,0.07905445744908843,2.7171061908311806e-08
0.55,5,8,0.07849533564364528,4.075236770117693e-08
0.55,5,9,0.07849533564364528,3.238136358755402e-08
0.55,5,10,0.07849533564364528,4.881777271689934e-08
0.55,5,11,0.07849533564364528,1.5847210670274666e-07
