method,n_targets,feasible_targets,feasibility_rate_percent,mean_target_error_mm,max_target_error_mm,mean_true_max_abs_xr_m,max_true_max_abs_xr_m,mean_residual_margin_mm,min_residual_margin_mm,mean_constraint_violation_abs_mm,max_constraint_violation_abs_mm,mean_optimization_time_s_best_attempts,total_optimization_time_s_all_attempts,mean_surrogate_function_evaluations_best_attempts,total_surrogate_function_evaluations_all_attempts,online_true_simulator_calls,unique_de_attempts,offline_dataset_calls,total_wall_time_s
GP_DE_v2,5,5,100.0,25.44394332086799,82.03034778221463,0.4863428100093608,0.49616946872248635,13.657189990639239,3.830531277513649,0.0,0.0,39.25270056724548,988.0834996700287,13171.6,329108,125,25,3000,1043.4530658721924
