train_rmse_m,train_rmse_mm,train_mae_m,train_mae_mm,train_r2,test_rmse_m,test_rmse_mm,test_mae_m,test_mae_mm,test_r2,test_mean_std_m,test_mean_std_mm,test_max_std_m,test_max_std_mm,true_limit_limit_m,true_limit_classification_accuracy,true_limit_false_feasible_rate,true_limit_false_infeasible_rate,true_limit_true_infeasible_pred_infeasible,true_limit_true_infeasible_pred_feasible,true_limit_true_feasible_pred_infeasible,true_limit_true_feasible_pred_feasible,opt_limit_limit_m,opt_limit_classification_accuracy,opt_limit_false_feasible_rate,opt_limit_false_infeasible_rate,opt_limit_true_infeasible_pred_infeasible,opt_limit_true_infeasible_pred_feasible,opt_limit_true_feasible_pred_infeasible,opt_limit_true_feasible_pred_feasible,near_boundary_low_m,near_boundary_high_m,near_boundary_n_samples,near_boundary_rmse_mm,near_boundary_mae_mm,near_boundary_mean_std_mm,near_boundary_classification_accuracy_true_limit,near_boundary_false_feasible_rate_true_limit,model,target,kernel_type,alpha,n_restarts,training_time_s,optimized_kernel
0.0023862880306808206,2.3862880306808205,0.0012313091290656838,1.231309129065684,0.9984361176437042,0.006822146838569588,6.822146838569588,0.0033325790387940995,3.3325790387940994,0.9880260614015458,0.005943286512285236,5.943286512285236,0.023598373083211322,23.59837308321132,0.5,0.984375,0.00625,0.009375,164,2,3,151,0.495,0.96875,0.01875,0.0125,172,6,4,138,0.48,0.52,113,4.424609261751498,2.537634844819563,5.354624414664159,0.9646017699115044,0.008849557522123894,GP_max_xr,max_xr,matern52,1e-06,10,333.9368302822113,"19.1**2 * Matern(length_scale=[87.8, 15.9, 11.8, 219, 5.59, 1e+03, 4.1, 37.2, 204], nu=2.5) + WhiteKernel(noise_level=0.00328)"
