train_rmse_m,train_rmse_mm,train_mae_m,train_mae_mm,train_r2,test_rmse_m,test_rmse_mm,test_mae_m,test_mae_mm,test_r2,test_mean_std_m,test_mean_std_mm,test_max_std_m,test_max_std_mm,true_limit_limit_m,true_limit_classification_accuracy,true_limit_false_feasible_rate,true_limit_false_infeasible_rate,true_limit_true_infeasible_pred_infeasible,true_limit_true_infeasible_pred_feasible,true_limit_true_feasible_pred_infeasible,true_limit_true_feasible_pred_feasible,opt_limit_limit_m,opt_limit_classification_accuracy,opt_limit_false_feasible_rate,opt_limit_false_infeasible_rate,opt_limit_true_infeasible_pred_infeasible,opt_limit_true_infeasible_pred_feasible,opt_limit_true_feasible_pred_infeasible,opt_limit_true_feasible_pred_feasible,near_boundary_low_m,near_boundary_high_m,near_boundary_n_samples,near_boundary_rmse_mm,near_boundary_mae_mm,near_boundary_mean_std_mm,near_boundary_classification_accuracy_true_limit,near_boundary_false_feasible_rate_true_limit,model,target,kernel_type,alpha,n_restarts,training_time_s,optimized_kernel
0.002227861801915874,2.227861801915874,0.0010876391656234094,1.0876391656234095,0.9987388745535666,0.003701186638418371,3.701186638418371,0.001767578467485144,1.767578467485144,0.9955543828479135,0.004783827314832897,4.783827314832897,0.01008092058706652,10.08092058706652,0.5,0.99,0.0033333333333333335,0.006666666666666667,298,2,4,296,0.495,0.9833333333333333,0.008333333333333333,0.008333333333333333,326,5,5,264,0.48,0.52,214,2.1685302342139656,1.3896613888515368,4.532058317569751,0.9719626168224299,0.009345794392523364,GP_max_abs_xr,max_abs_xr,matern52,1e-10,3,554.6459455490112,"27.5**2 * Matern(length_scale=[86.9, 16.6, 12.5, 132, 6.77, 1e+03, 4.71, 41, 304], nu=2.5) + WhiteKernel(noise_level=0.00248)"
