run_label,target,kernel,acquisition,seed,total_evaluations,initial_points,bo_iterations,total_wall_time_s,mean_iteration_time_s,mean_simulation_time_s,mean_gp_fit_time_s,mean_acquisition_time_s,best_target_error_mm,best_peak_y_true,best_max_abs_xr_true,best_residual_margin_mm,best_feasible_abs
main,0.55,matern,ei,13345,100,20,80,54.688878200016916,0.5467082929832395,0.40150921200052836,0.13882562999613582,0.006262930001830682,0.830614260232343,0.5491693857397677,0.47003253517574795,29.967464824252055,True
main,0.6,matern,ei,13346,100,20,80,57.15379899996333,0.5714499760058243,0.4400461539940443,0.12492494600359351,0.00636617099866271,0.8793317574407045,0.5991206682425593,0.49248418047112147,7.515819528878531,True
main,0.65,matern,ei,13347,100,20,80,47.65965879999567,0.4765188149956521,0.3614096770051401,0.10899960900424048,0.006000656000105664,9.083043558305693,0.6409169564416943,0.48963434947857504,10.365650521424962,True
main,0.7,matern,ei,13348,100,20,80,53.3925749999471,0.533836288000457,0.4159698129957542,0.11171655900310724,0.006036928006215021,62.3240652427186,0.6376759347572813,0.4968589722735309,3.1410277264691255,True
main,0.75,matern,ei,13349,100,20,80,54.79048740002327,0.5478193079901393,0.4211865100078285,0.12026060000061989,0.006256422997685149,82.58944054945694,0.6674105594505431,0.49859458189914413,1.4054181008558708,True
