n_runs,perturbation_level,target,mean_final_error_mm,std_final_error_mm,max_final_error_mm,mean_abs_final_error_mm,p95_abs_final_error_mm,mean_tracking_error_after_0p5s_mm,max_tracking_error_after_0p5s_mm,mean_overshoot_mm,max_overshoot_mm,mean_settling_time_1mm_s,success_rate_1mm_final,success_rate_5mm_final,success_rate_no_failures
30,0.15,0.592779,-2.611657335949147e-05,0.00035286854988968635,0.0010186695434954984,0.00022268461129515416,0.0008693321415842444,0.009601530760312203,0.17692060097762585,3.453991430013381,6.604363338886365,0.28666666666666674,100.0,100.0,100.0
