case,time,dxb,dxr,xb,xr,y,dxb_measured,dxr_measured,xb_measured,xr_measured,y_measured,u,tracking_error_m,tracking_error_mm,measurement_noise_dxb,measurement_noise_dxr,measurement_noise_xb,measurement_noise_xr,disturbance_applied,n_failures_so_far
nominal,0.78,-0.07165935195442752,0.07078271016826454,0.005492580937922366,0.5872879311611174,0.5927805120990398,-0.07165935195442752,0.07078271016826454,0.005492580937922366,0.5872879311611174,0.5927805120990398,0.5898612563665573,1.5120990398687084e-06,0.0015120990398687084,0.0,0.0,0.0,0.0,0,0
nominal,0.8,-0.07183961980819875,0.07099188909934329,0.0040522897340072046,0.5887278081460863,0.5927800978800934,-0.07183961980819875,0.07099188909934329,0.0040522897340072046,0.5887278081460863,0.5927800978800934,0.5913325199873626,1.0978800935035338e-06,0.0010978800935035338,0.0,0.0,0.0,0.0,0,0
nominal,0.8200000000000001,-0.07089170606035955,0.0700846360377696,0.002619919081451094,0.5901597686872294,0.5927796877686805,-0.07089170606035955,0.0700846360377696,0.002619919081451094,0.5901597686872294,0.5927796877686805,0.5927537288106103,6.877686805628613e-07,0.0006877686805628613,0.0,0.0,0.0,0.0,0,0
nominal,0.84,-0.06888603932562443,0.06813017128497867,0.0012173950805749838,0.5915618922757095,0.5927792873562845,-0.06888603932562443,0.06813017128497867,0.0012173950805749838,0.5915618922757095,0.5927792873562845,0.5941052158786982,2.8735628454512607e-07,0.00028735628454512607,0.0,0.0,0.0,0.0,0,0
nominal,0.86,-0.06590605680802541,0.06521063487022483,-0.00013490296600882253,0.5929138050421059,0.5927789020760971,-0.06590605680802541,0.06521063487022483,-0.00013490296600882253,0.5929138050421059,0.5927789020760971,0.5953693667855036,-9.792390287532982e-08,-9.792390287532982e-05,0.0,0.0,0.0,0.0,0,0
nominal,0.88,-0.06204625748561832,0.061419139387759,-0.0014183837651987512,0.5941969209417735,0.5927785371765747,-0.06204625748561832,0.061419139387759,-0.0014183837651987512,0.5941969209417735,0.5927785371765747,0.596530793808584,-4.6282342525127973e-07,-0.00046282342525127973,0.0,0.0,0.0,0.0,0,0
nominal,0.9,-0.0574101837510681,0.05685777572470929,-0.0026164454362572007,0.5953946428782185,0.5927781974419614,-0.0574101837510681,0.05685777572470929,-0.0026164454362572007,0.5953946428782185,0.5927781974419614,0.5975764682540018,-8.025580385817577e-07,-0.0008025580385817577,0.0,0.0,0.0,0.0,0,0
nominal,0.92,-0.05210836353668791,0.0516355881498769,-0.0037146359953084225,0.59649252298803,0.5927778869927216,-0.05210836353668791,0.0516355881498769,-0.0037146359953084225,0.59649252298803,0.5927778869927216,0.5984958082987094,-1.1130072783416267e-06,-0.0011130072783416267,0.0,0.0,0.0,0.0,0,0
nominal,0.9400000000000001,-0.04625624468150458,0.045866538545941804,-0.004700772451982893,0.5974783816815649,0.592777609229582,-0.04625624468150458,0.045866538545941804,-0.004700772451982893,0.5974783816815649,0.592777609229582,0.5992807231032218,-1.3907704179416669e-06,-0.001390770417941667,0.0,0.0,0.0,0.0,0,0
nominal,0.96,-0.03997215366448437,0.039667489290203584,-0.005565018690635999,0.5983423855406773,0.5927773668500413,-0.03997215366448437,0.039667489290203584,-0.005565018690635999,0.5983423855406773,0.5927773668500413,0.5999256155390604,-1.633149958601976e-06,-0.001633149958601976,0.0,0.0,0.0,0.0,0,0
nominal,0.98,-0.033375309779975604,0.03315623799418477,-0.006299922943210719,0.5990770848139878,0.5927771618707771,-0.033375309779975604,0.03315623799418477,-0.006299922943210719,0.5990770848139878,0.5927771618707771,0.6004273461024225,-1.8381292228308865e-06,-0.0018381292228308865,0.0,0.0,0.0,0.0,0,0
nominal,1.0,-0.026583923408470933,0.02644963479576301,-0.006900416259932045,0.5996774118972155,0.5927769956372834,-0.026583923408470933,0.02644963479576301,-0.006900416259932045,0.5996774118972155,0.5927769956372834,0.600785160561087,-2.004362716578889e-06,-0.002004362716578889,0.0,0.0,0.0,0.0,0,0
nominal,1.02,-0.019713403988744105,0.019661808227750655,-0.007363773927908317,0.6001406427587065,0.5927768688307982,-0.019713403988744105,0.019661808227750655,-0.007363773927908317,0.6001406427587065,0.5927768688307982,0.601000584103812,-2.1311692017800254e-06,-0.0021311692017800254,0.0,0.0,0.0,0.0,0,0
nominal,1.04,-0.012874700128865824,0.012902521550433477,-0.007689542269203406,0.6004663237538537,0.5927767814846503,-0.012874700128865824,0.012902521550433477,-0.007689542269203406,0.6004663237538537,0.5927767814846503,0.6010772851773091,-2.2185153496501187e-06,-0.0022185153496501187,0.0,0.0,0.0,0.0,0,0
nominal,1.06,-0.006172791111786147,0.00627567821289432,-0.007879433667768544,0.6006561666815403,0.5927767330137718,-0.006172791111786147,0.00627567821289432,-0.007879433667768544,0.6006561666815403,0.5927767330137718,0.601020912603023,-2.266986228183221e-06,-0.002266986228183221,0.0,0.0,0.0,0.0,0,0
nominal,1.08,0.00029465420208785176,-0.00012200781720483889,-0.007937193027892295,0.6007139152829336,0.5927767222550413,0.00029465420208785176,-0.00012200781720483889,-0.007937193027892295,0.6007139152829336,0.5927767222550413,0.6008389098531778,-2.2777449586453002e-06,-0.0022777449586453002,0.0,0.0,0.0,0.0,0,0
nominal,1.1,0.0064384384299758235,-0.0062021642222642726,-0.007868439153733944,0.6006451866687613,0.5927767475150274,0.0064384384299758235,-0.0062021642222642726,-0.007868439153733944,0.6006451866687613,0.5927767475150274,0.6005403105296347,-2.25248497254249e-06,-0.00225248497254249,0.0,0.0,0.0,0.0,0,0
nominal,1.12,0.012178807455917373,-0.01188572571249491,-0.007680484758349513,0.6004572913813431,0.5927768066229936,0.012178807455917373,-0.01188572571249491,-0.007680484758349513,0.6004572913813431,0.5927768066229936,0.6001355191662591,-2.193377006354247e-06,-0.002193377006354247,0.0,0.0,0.0,0.0,0,0
nominal,1.1400000000000001,0.01744622714349109,-0.017103706743980318,-0.007382138960857334,0.6001590359490449,0.5927768969881875,0.01744622714349109,-0.017103706743980318,-0.007382138960857334,0.6001590359490449,0.5927768969881875,0.599636081490551,-2.1030118124709674e-06,-0.0021030118124709674,0.0,0.0,0.0,0.0,0,0
nominal,1.16,0.02218196249556481,-0.02179777904696678,-0.006983496212923174,0.5997605118736469,0.5927770156607237,0.02218196249556481,-0.02179777904696678,-0.006983496212923174,0.5997605118736469,0.5927770156607237,0.5990544482395358,-1.9843392762286527e-06,-0.0019843392762286527,0.0,0.0,0.0,0.0,0,0
nominal,1.18,0.026338459986841478,-0.025920654613342364,-0.006495715612701983,0.5992728750078615,0.5927771593951595,0.026338459986841478,-0.025920654613342364,-0.006495715612701983,0.5992728750078615,0.5927771593951595,0.5984037365260325,-1.840604840430693e-06,-0.001840604840430693,0.0,0.0,0.0,0.0,0,0
nominal,1.2,0.02987953682437272,-0.029436277783294607,-0.005930794518819872,0.5987081192344635,0.5927773247156437,0.02987953682437272,-0.029436277783294607,-0.005930794518819872,0.5987081192344635,0.5927773247156437,0.5976974925945837,-1.675284356239537e-06,-0.001675284356239537,0.0,0.0,0.0,0.0,0,0
nominal,1.22,0.03278038371250769,-0.03231983285673934,-0.00530134027274514,0.5980788482542198,0.5927775079814747,0.03278038371250769,-0.03231983285673934,-0.00530134027274514,0.5980788482542198,0.5927775079814747,0.5969494595956308,-1.4920185252842444e-06,-0.0014920185252842444,0.0,0.0,0.0,0.0,0,0
nominal,1.24,0.03502739027939605,-0.03455757620890765,-0.004620343679490264,0.5973980491314692,0.5927777054519789,0.03502739027939605,-0.03455757620890765,-0.004620343679490264,0.5973980491314692,0.5927777054519789,0.5961733537489019,-1.294548021002484e-06,-0.001294548021002484,0.0,0.0,0.0,0.0,0,0
nominal,1.26,0.03661780463357511,-0.03614650418187182,-0.003900957689130857,0.5966788710388564,0.5927779133497255,0.03661780463357511,-0.03614650418187182,-0.003900957689130857,0.5966788710388564,0.5927779133497255,0.5953826519695208,-1.0866502744288908e-06,-0.0010866502744288908,0.0,0.0,0.0,0.0,0,0
