case,time,dxb,dxr,xb,xr,y,dxb_measured,dxr_measured,xb_measured,xr_measured,y_measured,u,tracking_error_m,tracking_error_mm,measurement_noise_dxb,measurement_noise_dxr,measurement_noise_xb,measurement_noise_xr,disturbance_applied,n_failures_so_far
nominal,3.94,-0.001234852581319723,0.0012229103185683599,-5.344932887358343e-05,0.5928324328777855,0.5927789835489119,-0.001234852581319723,0.0012229103185683599,-5.344932887358343e-05,0.5928324328777855,0.5927789835489119,0.5928793139522759,-1.6451088047375606e-08,-1.6451088047375606e-05,0.0,0.0,0.0,0.0,0,0
nominal,3.96,-0.001123009593771429,0.0011127573490097298,-7.709308865554154e-05,0.5928560699523189,0.5927789768636633,-0.001123009593771429,0.0011127573490097298,-7.709308865554154e-05,0.5928560699523189,0.5927789768636633,0.5928991928559044,-2.3136336624318687e-08,-2.3136336624318687e-05,0.0,0.0,0.0,0.0,0,0
nominal,3.98,-0.0009991875572421538,0.000990701686561568,-9.836925576797197e-05,0.5928773401244688,0.5927789708687008,-0.0009991875572421538,0.000990701686561568,-9.836925576797197e-05,0.5928773401244688,0.5927789708687008,0.5929162183989675,-2.913129915071977e-08,-2.913129915071977e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.0,-0.0008659066379856917,0.0008592322098697203,-0.00011706314635399027,0.5928960287697266,0.5927789656233726,-0.0008659066379856917,0.0008592322098697203,-0.00011706314635399027,0.5928960287697266,0.5927789656233726,0.5929302660887956,-3.4376627322529885e-08,-3.4376627322529885e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.0200000000000005,-0.0007257100423239127,0.0007208616790195244,-0.00013301090053779562,0.592911972072957,0.5927789611724192,-0.0007257100423239127,0.0007208616790195244,-0.00013301090053779562,0.592911972072957,0.5927789611724192,0.5929412639703258,-3.8827580706168874e-08,-3.8827580706168874e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.04,-0.0005811232561085955,0.0005780864078785974,-0.0001460995280150295,0.5929250570740122,0.5927789575459972,-0.0005811232561085955,0.0005780864078785974,-0.0001460995280150295,0.5929250570740122,0.5927789575459972,0.592949191155255,-4.2454002757708054e-08,-4.2454002757708054e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.0600000000000005,-0.00043461557118096295,0.00043334818219076254,-0.00015626615883182742,0.5929352209187613,0.5927789547599295,-0.00043461557118096295,0.00043334818219076254,-0.00015626615883182742,0.5929352209187613,0.5927789547599295,0.5929540756281119,-4.5240070467578164e-08,-4.5240070467578164e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.08,-0.00028856438543378715,0.0002889989059924325,-0.0001634965502374441,0.5929424493664023,0.5927789528161649,-0.00028856438543378715,0.0002889989059924325,-0.0001634965502374441,0.5929424493664023,0.5927789528161649,0.5929559913991164,-4.718383506130408e-08,-4.718383506130408e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.1,-0.00014522269586259018,0.00014726839260692515,-0.00016782290957563853,0.5929467746130085,0.5927789517034329,-0.00014522269586259018,0.00014726839260692515,-0.00016782290957563853,0.5929467746130085,0.5927789517034329,0.5929550550804132,-4.829656707894259e-08,-4.829656707894259e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.12,-6.6901335374902615e-06,1.0235646842993162e-05,-0.00016932110087788423,0.5929482724989492,0.5927789513980714,-6.6901335374902615e-06,1.0235646842993162e-05,-0.00016932110087788423,0.5929482724989492,0.5927789513980714,0.5929514219674614,-4.860192859279522e-08,-4.860192859279522e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.14,0.00012511218295463422,-0.00012019608637281465,-0.00016810730908540638,0.592947059174092,0.5927789518650065,0.00012511218295463422,-0.00012019608637281465,-0.00016810730908540638,0.592947059174092,0.5927789518650065,0.5929452817110528,-4.8134993435589024e-08,-4.8134993435589024e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.16,0.0002484627721891508,-0.0002423203039789712,-0.00016433424063022443,0.5929432872994924,0.5927789530588622,0.0002484627721891508,-0.0002423203039789712,-0.00016433424063022443,0.5929432872994924,0.5927789530588622,0.5929368536675891,-4.6941137754608064e-08,-4.6941137754608064e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.18,0.0003618567620031765,-0.00035464412636532217,-0.00015818694244484725,0.5929371418676201,0.5927789549251753,0.0003618567620031765,-0.00035464412636532217,-0.00015818694244484725,0.5929371418676201,0.5927789549251753,0.5929263820159217,-4.507482465054835e-08,-4.507482465054835e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.2,0.00046401864944600746,-0.0004559010177889178,-0.00014987832336630855,0.5929288357250588,0.5927789574016925,0.00046401864944600746,-0.0004559010177889178,-0.00014987832336630855,0.5929288357250588,0.5927789574016925,0.5929141307283666,-4.2598307437025085e-08,-4.2598307437025085e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.22,0.0005539108575771667,-0.0005450593526923342,-0.00013964446239474355,0.5929186048821193,0.5927789604197246,0.0005539108575771667,-0.0005450593526923342,-0.00013964446239474355,0.5929186048821193,0.5927789604197246,0.5929003784814388,-3.958027539052722e-08,-3.958027539052722e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.24,0.0006307381631691644,-0.0006213268994827992,-0.0001277397874205853,0.5929067036929551,0.5927789639055345,0.0006307381631691644,-0.0006213268994827992,-0.0001277397874205853,0.5929067036929551,0.5927789639055345,0.5928854135885604,-3.609446541652517e-08,-3.609446541652517e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.26,0.0006939481300302086,-0.0006841513532700461,-0.00011443220592755824,0.5928933999876618,0.5927789677817342,0.0006939481300302086,-0.0006841513532700461,-0.00011443220592755824,0.5928933999876618,0.5927789677817342,0.5928695290326229,-3.221826572197273e-08,-3.221826572197273e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.28,0.0007432277382535268,-0.0007332171041571911,-9.999826590581257e-05,0.5928789702345778,0.592778971968672,0.0007432277382535268,-0.0007332171041571911,-9.999826590581257e-05,0.5928789702345778,0.592778971968672,0.5928530176708683,-2.8031327925504e-08,-2.8031327925504e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.3,0.0007784964496000413,-0.0007684384772606023,-8.471842087902966e-05,0.592863694806663,0.592778976385784,0.0007784964496000413,-0.0007684384772606023,-8.471842087902966e-05,0.592863694806663,0.592778976385784,0.5928361676782835,-2.3614215916012427e-08,-2.3614215916012427e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.32,0.0007998959928595673,-0.0007899497237207065,-6.8872467681288e-05,0.5928478534205758,0.5927789809528945,0.0007998959928595673,-0.0007899497237207065,-6.8872467681288e-05,0.5928478534205758,0.5927789809528945,0.5928192582887576,-1.904710544842203e-08,-1.904710544842203e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.34,0.0008077771901738862,-0.0007980920790351398,-5.273521954184037e-05,0.5928317208109886,0.5927789855914467,0.0008077771901738862,-0.0007980920790351398,-5.273521954184037e-05,0.5928317208109886,0.5927789855914467,0.5928025558856431,-1.440855323942003e-08,-1.440855323942003e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.36,0.0008026841755418568,-0.0007933982349563884,-3.6572470283463554e-05,0.5928155626959294,0.592778990225646,0.0008026841755418568,-0.0007933982349563884,-3.6572470283463554e-05,0.5928155626959294,0.592778990225646,0.5927863104854127,-9.77435399285298e-09,-9.77435399285298e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.38,0.0007853363800556235,-0.0007765745945604863,-2.06372981512706e-05,0.5927996320816562,0.5927789947835049,0.0007853363800556235,-0.0007765745945604863,-2.06372981512706e-05,0.5927996320816562,0.5927789947835049,0.5927707526497848,-5.216495013726785e-09,-5.216495013726785e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.4,0.0007566086747117229,-0.0007484816962746166,-5.166750103703134e-06,0.5927841659478811,0.5927789991977773,0.0007566086747117229,-0.0007484816962746166,-5.166750103703134e-06,0.5927841659478811,0.5927789991977773,0.5927560908533064,-8.022226216652939e-10,-8.022226216652939e-07,0.0,0.0,0.0,0.0,0,0
nominal,4.42,0.0007175100710745674,-0.0007101132022011569,9.621060544606243e-06,0.5927693823462266,0.5927790034067711,0.0007175100710745674,-0.0007101132022011569,9.621060544606243e-06,0.5927693823462266,0.5927790034067711,0.5927425093249286,3.406771198477543e-09,3.406771198477543e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.44,0.0006691613827890519,-0.0006625738489294264,2.3529418301183186e-05,0.5927554779367353,0.5927790073550365,0.0006691613827890519,-0.0006625738489294264,2.3529418301183186e-05,0.5927554779367353,0.5927790073550365,0.5927301663738227,7.3550365797814266e-09,7.3550365797814266e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.46,0.0006127722472609731,-0.0006070567556317741,3.6385014720223194e-05,0.5927426259792012,0.5927790109939215,0.0006127722472609731,-0.0006070567556317741,3.6385014720223194e-05,0.5927426259792012,0.5927790109939215,0.5927191932016203,1.0993921550905839e-08,1.0993921550905839e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.48,0.0005496178970598731,-0.0005448204745719387,4.803949381406401e-05,0.5927309747881802,0.5927790142819942,0.0005496178970598731,-0.0005448204745719387,4.803949381406401e-05,0.5927309747881802,0.5927790142819942,0.5927096931956063,1.4281994253906305e-08,1.4281994253906305e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.5,0.0004810160553099241,-0.0004771661543601091,5.837053245571176e-05,0.5927206466528772,0.5927790171853329,0.0004810160553099241,-0.0004771661543601091,5.837053245571176e-05,0.5927206466528772,0.5927790171853329,0.5927017416901336,1.718533293448843e-08,1.718533293448843e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.5200000000000005,0.00040830430893668,-0.00040541516624514884,6.72824618806753e-05,0.592711737215803,0.5927790196776836,0.00040830430893668,-0.00040541516624514884,6.72824618806753e-05,0.592711737215803,0.5927790196776836,0.5926953861768725,1.967768370469969e-08,1.967768370469969e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.54,0.0003328182887092357,-0.0003308875190839444,7.470644324472381e-05,0.5927043152972462,0.5927790217404909,0.0003328182887092357,-0.0003308875190839444,7.470644324472381e-05,0.5927043152972462,0.5927790217404909,0.5926906469384968,2.1740490963040315e-08,2.1740490963040315e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.5600000000000005,0.0002558709562454631,-0.00025488136044682363,8.060021650284788e-05,0.5926984231463042,0.592779023362807,0.0002558709562454631,-0.00025488136044682363,8.060021650284788e-05,0.5926984231463042,0.592779023362807,0.5926875180750241,2.3362807022309084e-08,2.3362807022309084e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.58,0.00017873326608253137,-0.00017865382964199483,8.494744757210973e-05,0.5926940770935155,0.5927790245410877,0.00017873326608253137,-0.00017865382964199483,8.494744757210973e-05,0.5926940770935155,0.5927790245410877,0.5926859688874545,2.4541087717544485e-08,2.4541087717544485e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.6000000000000005,0.00010261643626285899,-0.00010340349427551132,8.775670376838952e-05,0.5926912685751125,0.5927790252788808,0.00010261643626285899,-0.00010340349427551132,8.775670376838952e-05,0.5926912685751125,0.5927790252788808,0.5926859455795251,2.527888087744401e-08,2.527888087744401e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.62,2.8656024304019034e-05,-3.0254565831722147e-05,8.906009181898229e-05,0.5926899654946041,0.592779025586423,2.8656024304019034e-05,-3.0254565831722147e-05,8.906009181898229e-05,0.5926899654946041,0.592779025586423,0.592687373235374,2.558642309136161e-08,2.558642309136161e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.64,-4.210203240173627e-05,3.9756947481706106e-05,8.891159631802242e-05,0.5926901138838311,0.5927790254801492,-4.210203240173627e-05,3.9756947481706106e-05,8.891159631802242e-05,0.5926901138838311,0.5927790254801492,0.5926901580286762,2.5480149212775416e-08,2.5480149212775416e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.66,-0.00010871329119344075,0.00010569503055446461,8.738515929063335e-05,0.5926916398228397,0.5927790249821303,-0.00010871329119344075,0.00010569503055446461,8.738515929063335e-05,0.5926916398228397,0.5927790249821303,0.5926941896174331,2.4982130364392674e-08,2.4982130364392674e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.68,-0.00017034451159303465,0.00016673331158356675,8.457254355913064e-05,0.5926944515758935,0.5927790241194526,-0.00017034451159303465,0.00016673331158356675,8.457254355913064e-05,0.5926944515758935,0.5927790241194526,0.5926993436779248,2.4119452657345164e-08,2.4119452657345164e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.7,-0.0002262811512905305,0.00022216252797946368,8.058102386664621e-05,0.5926984418996805,0.5927790229235471,-0.0002262811512905305,0.00022216252797946368,8.058102386664621e-05,0.5926984418996805,0.5927790229235471,0.5927054845315011,2.292354717159384e-08,2.292354717159384e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.72,-0.00027593264295566744,0.00027139579928903146,7.553095022869681e-05,0.5927034904792576,0.5927790214294864,-0.00027593264295566744,0.00027139579928903146,7.553095022869681e-05,0.5927034904792576,0.5927790214294864,0.59271246781868,2.142948640759812e-08,2.142948640759812e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.74,-0.0003188354791571202,0.0003139717332518721,6.955322778001965e-05,0.5927094664474772,0.5927790196752573,-0.0003188354791571202,0.0003139717332518721,6.955322778001965e-05,0.5927094664474772,0.5927790196752573,0.5927201431765783,1.967525731227937e-08,1.967525731227937e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.76,-0.0003546541654623203,0.0003495554235009024,6.278675650099683e-05,0.5927162309445259,0.5927790177010268,-0.0003546541654623203,0.0003495554235009024,6.278675650099683e-05,0.5927162309445259,0.5927790177010268,0.5927283568777852,1.770102686649011e-08,1.770102686649011e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.78,-0.0003831801320353101,0.00037793742733427393,5.5375872692784225e-05,0.592723639675715,0.5927790155484077,-0.0003831801320353101,0.00037793742733427393,5.5375872692784225e-05,0.592723639675715,0.5927790155484077,0.5927369543914672,1.5548407783505525e-08,1.5548407783505525e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.8,-0.0004043287214087199,0.0003990308391532693,4.746783197744249e-05,0.5927315454277616,0.592779013259739,-0.0004043287214087199,0.0003990308391532693,4.746783197744249e-05,0.5927315454277616,0.592779013259739,0.5927457828306352,1.3259739084503508e-08,1.3259739084503508e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.82,-0.00041813439427496046,0.00041286659912920243,3.921037098999613e-05,0.5927398005064012,0.5927790108773912,-0.00041813439427496046,0.00041286659912920243,3.921037098999613e-05,0.5927398005064012,0.5927790108773912,0.5927546932530694,1.0877391209973553e-08,1.0877391209973553e-05,0.0,0.0,0.0,0.0,0,0
nominal,4.84,-0.0004247443159046682,0.00041958719724188853,3.074938186969044e-05,0.5927482590612335,0.5927790084431032,-0.0004247443159046682,0.00041958719724188853,3.074938186969044e-05,0.5927482590612335,0.5927790084431032,0.5927635427872663,8.443103216571046e-09,8.443103216571046e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.86,-0.0004244105030144496,0.00041943894998341946,2.2226730217535934e-05,0.592756779267147,0.5927790059973645,-0.0004244105030144496,0.00041943894998341946,2.2226730217535934e-05,0.592756779267147,0.5927790059973645,0.592772196558922,5.997364604937161e-09,5.997364604937161e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.88,-0.00041748072444225404,0.0004127630403782945,1.3778243439156734e-05,0.5927652253354062,0.5927790035788454,-0.00041748072444225404,0.0004127630403782945,1.3778243439156734e-05,0.5927652253354062,0.5927790035788454,0.5927805293977639,3.578845442220313e-09,3.578845442220313e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.9,-0.00040438835890077574,0.00039998552205755544,5.5318924091643865e-06,0.5927734693314749,0.592779001223884,-0.00040438835890077574,0.00039998552205755544,5.5318924091643865e-06,0.5927734693314749,0.592779001223884,0.5927884273089993,1.2238841051726013e-09,1.2238841051726013e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.92,-0.00038564141926700213,0.00038160649413976344,-2.3938147502454085e-06,0.5927813927807861,0.5927789989660359,-0.00038564141926700213,0.00038160649413976344,-2.3938147502454085e-06,0.5927813927807861,0.5927789989660359,0.5927957886980413,-1.0339640255097038e-09,-1.0339640255097038e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.94,-0.00036181095553511344,0.0003581886565227066,-9.891212215718675e-06,0.5927888880479033,0.5927789968356876,-0.00036181095553511344,0.0003581886565227066,-9.891212215718675e-06,0.5927888880479033,0.5927789968356876,0.5928025253416199,-3.1643123676872165e-09,-3.1643123676872165e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.96,-0.0003335190477750105,0.000330345454478298,-1.6864619023442863e-05,0.592795859478764,0.5927789948597406,-0.0003335190477750105,0.000330345454478298,-1.6864619023442863e-05,0.592795859478764,0.5927789948597406,0.5928085631026558,-5.1402593292948495e-09,-5.1402593292948495e-06,0.0,0.0,0.0,0.0,0,0
nominal,4.98,-0.0003014265963856566,0.000298729017452537,-2.3231238534316724e-05,0.5928022242998975,0.5927789930613632,-0.0003014265963856566,0.000298729017452537,-2.3231238534316724e-05,0.5928022242998975,0.5927789930613632,0.5928138423903908,-6.938636776254725e-09,-6.938636776254725e-06,0.0,0.0,0.0,0.0,0,0
nominal,5.0,-0.00026622110989460435,0.0002640180902750977,-2.8921812782809267e-05,0.5928079132725973,0.5927789914598145,-0.00026622110989460435,0.0002640180902750977,-2.8921812782809267e-05,0.5928079132725973,0.5927789914598145,0.5928183183711973,-8.540185447714066e-09,-8.540185447714066e-06,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.0,0.0,0.0,0.0,0.455427,0.455427,0.0,0.0,0.0,0.455427,0.455427,0.455427,-0.13735199999999992,-137.35199999999992,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.02,-0.021825376376706174,0.13429642931660535,-0.00023821195684369575,0.4568789014217104,0.4566406894648667,-0.021825376376706174,0.13429642931660535,-0.00023821195684369575,0.4568789014217104,0.4566406894648667,0.47542709591052584,-0.13613831053513326,-136.13831053513326,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.04,-0.05414554754914891,0.34063300449872447,-0.001035383516904703,0.46183399767613964,0.46079861415923495,-0.05414554754914891,0.34063300449872447,-0.001035383516904703,0.46183399767613964,0.46079861415923495,0.4954271873899006,-0.131980385840765,-131.980385840765,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.06,-0.08765187170972383,0.5671066253774417,-0.002504202991092035,0.47119251729334505,0.468688314302253,-0.08765187170972383,0.5671066253774417,-0.002504202991092035,0.47119251729334505,0.468688314302253,0.5154273006973124,-0.12409068569774695,-124.09068569774695,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.08,-0.11571400644499119,0.7759737654585468,-0.004597413459882036,0.48495482385116273,0.4803574103912807,-0.11571400644499119,0.7759737654585468,-0.004597413459882036,0.48495482385116273,0.4803574103912807,0.5354273080876076,-0.11242158960871923,-112.42158960871923,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.1,-0.13445308014281648,0.9442567800339678,-0.007162937483929918,0.5025152344202002,0.49535229693627025,-0.13445308014281648,0.9442567800339678,-0.007162937483929918,0.5025152344202002,0.49535229693627025,0.5554273104773224,-0.09742670306372969,-97.42670306372969,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.12,-0.14241056660942852,1.062105342904366,-0.009996115335666687,0.5229438639124364,0.5129477485767697,-0.14241056660942852,1.062105342904366,-0.009996115335666687,0.5229438639124364,0.5129477485767697,0.5754273110772536,-0.07983125142323022,-79.83125142323021,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.14,-0.13999066395636006,1.1298750947686478,-0.012882777228706566,0.5452213558407234,0.5323385786120168,-0.13999066395636006,1.1298750947686478,-0.012882777228706566,0.5452213558407234,0.5323385786120168,0.5954273111825561,-0.06044042138798311,-60.440421387983115,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.16,-0.12882676928905246,1.1547459241224223,-0.015630182876259596,0.5684093680354964,0.5527791851592367,-0.12882676928905246,1.1547459241224223,-0.015630182876259596,0.5684093680354964,0.5527791851592367,0.6154273111928169,-0.039999814840763204,-39.99981484076321,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.18,-0.08357545143119449,0.9776158996615982,-0.017784166887021,0.5899175334061028,0.5721333665190818,-0.08357545143119449,0.9776158996615982,-0.017784166887021,0.5899175334061028,0.5721333665190818,0.6101275586270118,-0.02064563348091819,-20.645633480918193,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.2,-0.004934381666149568,0.590239685762135,-0.018658494169576528,0.6055588790423545,0.586900384872778,-0.004934381666149568,0.590239685762135,-0.018658494169576528,0.6055588790423545,0.586900384872778,0.5901275586303812,-0.005878615127221987,-5.878615127221987,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.22,0.08479633502557582,0.11474563174691488,-0.017815953150188156,0.6123887469295648,0.5945727937793767,0.08479633502557582,0.11474563174691488,-0.017815953150188156,0.6123887469295648,0.5945727937793767,0.5701275586302179,0.0017937937793767178,1.7937937793767178,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.24,0.14462475601600144,-0.20683537774258287,-0.01547634981648394,0.6112363759584418,0.5957600261419579,0.14462475601600144,-0.20683537774258287,-0.01547634981648394,0.6112363759584418,0.5957600261419579,0.5721064369010174,0.002981026141957943,2.981026141957943,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.26,0.15629695410022248,-0.2592863531021381,-0.012445404159625677,0.6064699223730973,0.5940245182134716,0.15629695410022248,-0.2592863531021381,-0.012445404159625677,0.6064699223730973,0.5940245182134716,0.5920922058575607,0.0012455182134716303,1.2455182134716303,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.28,0.14530656033962197,-0.18790409731734758,-0.009423506818863583,0.6019783426587856,0.592554835839922,0.14530656033962197,-0.18790409731734758,-0.009423506818863583,0.6019783426587856,0.592554835839922,0.6024175595226389,-0.00022416416007797757,-0.22416416007797757,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.3,0.13434387130356662,-0.1255233648353009,-0.006623603576748128,0.5988377068086642,0.592214103231916,0.13434387130356662,-0.1255233648353009,-0.006623603576748128,0.5988377068086642,0.592214103231916,0.6004436549664992,-0.0005648967680839112,-0.5648967680839112,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.32,0.1294565401729263,-0.10848140026687059,-0.003978824458861485,0.5964725771821946,0.5924937527233332,0.1294565401729263,-0.10848140026687059,-0.003978824458861485,0.5964725771821946,0.5924937527233332,0.5939171891379333,-0.00028524727666678906,-0.28524727666678906,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.34,0.12702130895673758,-0.11567905058486927,-0.0014047489706774654,0.594191325175938,0.5927865762052605,0.12702130895673758,-0.11567905058486927,-0.0014047489706774654,0.594191325175938,0.5927865762052605,0.58869943915855,7.576205260595437e-06,0.007576205260595437,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.36,0.1228463726103336,-0.12177743039452071,0.0011031825673212415,0.5917761913220103,0.5928793738893315,0.1228463726103336,-0.12177743039452071,0.0011031825673212415,0.5917761913220103,0.5928793738893315,0.58594868016491,0.0001003738893315953,0.1003738893315953,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.38,0.11562141615785138,-0.11793664508773327,0.0034956731623101865,0.5893450758879502,0.5928407490502603,0.11562141615785138,-0.11793664508773327,0.0034956731623101865,0.5893450758879502,0.5928407490502603,0.5844613252211789,6.174905026035127e-05,0.06174905026035127,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.4,0.10606042208695299,-0.10718389120231109,0.005718783566024219,0.5870669043833012,0.5927856879493254,0.10606042208695299,-0.10718389120231109,0.005718783566024219,0.5870669043833012,0.5927856879493254,0.58310494765959,6.687949325456799e-06,0.006687949325456799,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.42,0.0952029808889987,-0.0945456986737856,0.007736569314333344,0.5850275682447686,0.592764137559102,0.0952029808889987,-0.0945456986737856,0.007736569314333344,0.5850275682447686,0.592764137559102,0.5815784583459778,-1.486244089798916e-05,-0.01486244089798916,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.44,0.08362278043895233,-0.0823468058038963,0.009529079430282734,0.5832401916503802,0.5927692710806629,0.08362278043895233,-0.0823468058038963,0.009529079430282734,0.5832401916503802,0.5927692710806629,0.5800800815693327,-9.728919337037567e-06,-0.009728919337037567,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.46,0.07149221839404785,-0.07053300844777599,0.011083593791608622,0.5816964520193666,0.5927800458109752,0.07149221839404785,-0.07053300844777599,0.011083593791608622,0.5816964520193666,0.5927800458109752,0.5788427553701656,1.0458109752642386e-06,0.0010458109752642386,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.48,0.05888578217976792,-0.05844729729255871,0.01238977360667515,0.5803956385281149,0.5927854121347901,0.05888578217976792,-0.05844729729255871,0.01238977360667515,0.5803956385281149,0.5927854121347901,0.5779510100365722,6.412134790134694e-06,0.006412134790134694,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.5,0.04594822088340844,-0.04584500268834946,0.013439505059515161,0.5793459060218439,0.5927854110813591,0.04594822088340844,-0.04584500268834946,0.013439505059515161,0.5793459060218439,0.5927854110813591,0.5773805839389268,6.411081359125603e-06,0.006411081359125603,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.52,0.032897248719226946,-0.03294028601404175,0.014228359335735005,0.5785554076311392,0.5927837669668742,0.032897248719226946,-0.03294028601404175,0.014228359335735005,0.5785554076311392,0.5927837669668742,0.5770849863861235,4.766966874236722e-06,0.004766966874236722,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.54,0.019966829579621925,-0.020093691552191206,0.014756461343721886,0.5780263650110965,0.5927828263548184,0.019966829579621925,-0.020093691552191206,0.014756461343721886,0.5780263650110965,0.5927828263548184,0.5770372832807523,3.826354818436961e-06,0.003826354818436961,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.56,0.00736840194483479,-0.0075966830947469255,0.015028401905630186,0.5777544286543339,0.5927828305599641,0.00736840194483479,-0.0075966830947469255,0.015028401905630186,0.5777544286543339,0.5927828305599641,0.5772278249500878,3.830559964113078e-06,0.0038305599641130783,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.58,-0.004716412422601124,0.004361991802514176,0.015052705297880869,0.5777304434588549,0.5927831487567358,-0.004716412422601124,0.004361991802514176,0.015052705297880869,0.5777304434588549,0.5927831487567358,0.5776490719973514,4.148756735822268e-06,0.004148756735822268,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.6,-0.016128913124734745,0.015646944441456423,0.014841303453270477,0.5779419993929195,0.59278330284619,-0.016128913124734745,0.015646944441456423,0.014841303453270477,0.5779419993929195,0.59278330284619,0.5782870163744346,4.302846190018528e-06,0.004302846190018528,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.62,-0.026727722458716796,0.026134812585182132,0.014409136423457621,0.5783740676339403,0.5927832040573979,-0.026727722458716796,0.026134812585182132,0.014409136423457621,0.5783740676339403,0.5927832040573979,0.5791211183050546,4.204057397982908e-06,0.004204057397982908,0.0,0.0,0.0,0.0,0,0
disturbance_only,0.64,-0.03638849842963621,0.03570553892493322,0.013773808949354822,0.5790091507883954,0.5927829597377503,-0.03638849842963621,0.03570553892493322,0.013773808949354822,0.5790091507883954,0.5927829597377503,0.5801274442349906,3.959737750358627e-06,0.003959737750358627,0.0,0.0,0.0,0.0,0,0
