time,dxb,dxr,xb,xr,y,u,tracking_error_m,tracking_error_mm
2.4,0.00909203704149486,-0.00899994076693833,0.0001984315908936862,0.592580633539199,0.5927790651300927,0.5920852200255846,6.51300927634324e-08,6.51300927634324e-05
2.42,0.008419989619854462,-0.008338765244243262,0.0003740659997911386,0.5924050489335749,0.5927791149333661,0.5919500287656009,1.1493336615764349e-07,0.00011493336615764349
2.44,0.007649911749320393,-0.007580288407886826,0.0005352074626761129,0.5922439530262334,0.5927791604889096,0.5918344227466055,1.6048890960629336e-07,0.00016048890960629336
2.46,0.006798637773620886,-0.006741127882469833,0.0006800603574921207,0.5920991409390239,0.5927792012965161,0.5917392369082156,2.0129651612244004e-07,0.00020129651612244004
2.48,0.005883436575070955,-0.005838338539412735,0.0008071714293300903,0.5919720655253004,0.5927792369546304,0.5916649468463293,2.3695463047257448e-07,0.00023695463047257448
2.5,0.004921721082665864,-0.004889125205756351,0.0009154355419221617,0.5918638316198165,0.5927792671617387,0.5916116791313585,2.671617387317582e-07,0.0002671617387317582
2.52,0.003930769867268813,-0.003910567210154259,0.001004095721600786,0.591775195994529,0.5927792917161298,0.5915792265553509,2.9171612980771755e-07,0.00029171612980771755
2.54,0.002927464565171345,-0.0029193584735409672,0.001072737774618449,0.591706572739497,0.5927793105141155,0.5915670678272333,3.105141155312907e-07,0.0003105141155312907
2.56,0.0019280464401878472,-0.0019315664272485655,0.0011212798294139882,0.5916580437173949,0.592779323546809,0.5915743911899156,3.2354680901125477e-07,0.00032354680901125477
2.58,0.0009478949328876052,-0.0009624125856757537,0.0011499572171368901,0.59162937367845,0.5927793308955869,0.5916001213977827,3.3089558693077947e-07,0.00033089558693077947
2.6,1.3305625109483188e-06,-2.6077123999268537e-05,0.0011593031559813576,0.5916200295703873,0.5927793327263686,0.5916429494684801,3.327263686792037e-07,0.0003327263686792037
2.62,-0.0008985559490204409,0.0008644706786111733,0.0011501257472920122,0.5916292035355674,0.5927793292828594,0.5917013646085915,3.292828594236852e-07,0.0003292828594236852
2.64,-0.001740046962377173,0.0016976147646730055,0.0011234818238063703,0.5916558390551095,0.5927793208789159,0.5917736877085332,3.208789159936387e-07,0.0003208789159936387
2.66,-0.002512912744125795,0.0024632065188470165,0.0010806482127851107,0.591698659677411,0.5927793078901961,0.5918581058073982,3.078901961162117e-07,0.0003078901961162117
2.68,-0.003208497443252578,0.0031526504901839836,0.001023090989294679,0.5917561997559627,0.5927792907452574,0.591952706942926,2.9074525742522894e-07,0.00029074525742522894
2.7,-0.003819776304523903,0.0037589616865436604,0.0009524332978402168,0.5918268366184288,0.5927792699162691,0.5920555148246286,2.699162691133239e-07,0.0002699162691133239
2.72,-0.0043413846463138395,0.004276794951051155,0.0008704223143268441,0.5919088235951774,0.5927792459095043,0.5921645227985692,2.459095043150228e-07,0.0002459095043150228
2.74,-0.004769619544400472,0.004702447340154237,0.0007788959055029182,0.5920003233502672,0.5927792192557702,0.5922777266095599,2.1925577020631692e-07,0.00021925577020631692
2.7600000000000002,-0.005102415542039163,0.005033834798161774,0.0006797495202652774,0.5920994409806618,0.5927791905009271,0.5923931555096859,1.905009271441216e-07,0.0001905009271441216
2.7800000000000002,-0.005339296046188213,0.005270444759904347,0.0005749038172302235,0.5922042563794114,0.5927791601966417,0.592508901310026,1.6019664172972625e-07,0.00016019664172972625
2.8000000000000003,-0.005481302366641239,0.005413266607401823,0.000466273496618202,0.5923128553948862,0.5927791288915044,0.5926231450244364,1.2889150446948605e-07,0.00012889150446948605
2.82,-0.005530902606658117,0.0054647021567237886,0.0003557377626455544,0.5924233593599896,0.5927790971226351,0.5927341808090596,9.7122635156488e-08,9.7122635156488e-05
2.84,-0.005491882818618787,0.005428458554840088,0.00024511279618668735,0.5925339526116931,0.5927790654078797,0.5928404369579903,6.540787977904472e-08,6.540787977904472e-05
2.86,-0.005369222995473932,0.005309426122944494,0.00013612656741399803,0.5926429076712793,0.5927790342386933,0.5929404937732244,3.423869332497276e-08,3.423869332497276e-05
2.88,-0.0051689605782144765,0.005113543792206521,3.039626539923755e-05,0.5927486078083855,0.5927790040737847,0.5930330981846642,4.07378475397735e-09,4.07378475397735e-06
2.9,-0.004898044221835041,0.004847654840558935,-7.059143277790038e-05,0.592849566766364,0.5927789753335861,0.593117175052741,-2.4666413800389364e-08,-2.4666413800389364e-05
2.92,-0.0045641805787594025,0.004519355656713131,-0.0001654970860877217,0.5929444454816776,0.5927789483955899,0.5931918351412242,-5.1604410078454066e-08,-5.1604410078454066e-05
2.94,-0.004175676831375763,0.004136840231744543,-0.00025314209455119287,0.5930320656851372,0.592778923590586,0.5932563798002541,-7.640941390718581e-08,-7.640941390718581e-05
2.96,-0.003741281636765015,0.0037087430117788145,-0.00033251912709172243,0.5931114203269044,0.5927789011998127,0.5933103024489622,-9.880018725372253e-08,-9.880018725372253e-05
2.98,-0.003270027040103929,0.003243982641156773,-0.0004027993665132769,0.5931816808195323,0.5927788814530189,0.5933532869924443,-1.185469810094375e-07,-0.0001185469810094375
3.0,-0.0027710737719669476,0.002751608986550025,-0.00046333661575255654,0.5932422011431777,0.5927788645274251,0.5933852033490268,-1.3547257482482422e-07,-0.00013547257482482422
3.02,-0.002253562172919721,0.002240655663730884,-0.0005136683562772491,0.5932925189038303,0.5927788505475531,0.5934061003000374,-1.4945244686259684e-07,-0.00014945244686259684
3.04,-0.0017264707903930088,0.0017200000930328585,-0.0005535138925055602,0.5933323534783919,0.5927788395858863,0.5934161959056046,-1.6041411365907976e-07,-0.00016041411365907976
3.06,-0.0011984844724380883,0.001198232892524853,-0.0005827697549180746,0.5933616014192263,0.5927788316643082,0.5934158657558773,-1.6833569171925689e-07,-0.00016833569171925689
3.08,-0.000677873544972396,0.0006835381831078458,-0.000601502568724638,0.5933803293249819,0.5927788267562573,0.5934056293475141,-1.7324374268490317e-07,-0.00017324374268490317
3.1,-0.0001723854081713272,0.00018358613211244545,-0.0006099396242309216,0.5933887644137609,0.5927788247895299,0.593386134890174,-1.752104700214474e-07,-0.0001752104700214474
3.12,0.0003108503717426103,-0.00029456119424597915,-0.0006084574092072486,0.5933872830588661,0.5927788256496589,0.5933581428571979,-1.7435034105339753e-07,-0.00017435034105339753
3.14,0.0007654026624011045,-0.0007445298592583249,-0.000597568382472804,0.5933763975662534,0.5927788291837806,0.5933225085987055,-1.70816219391412e-07,-0.000170816219391412
3.16,0.001185604507023208,-0.0011606994147239647,-0.0005779062815357977,0.5933567414864471,0.5927788352049114,0.5932801643342809,-1.647950885752536e-07,-0.0001647950885752536
3.18,0.0015666037167089142,-0.0015382532958376771,-0.0005502102655227823,0.593329053762067,0.5927788434965442,0.5932321008363822,-1.5650345575046742e-07,-0.00015650345575046742
3.2,0.0019043982724707975,-0.0018732142051955947,-0.0005153081979155554,0.5932941620153941,0.5927788538174785,0.5931793491051358,-1.461825214210677e-07,-0.0001461825214210677
3.22,0.0021958567348222546,-0.00216246467508574,-0.00047409937199263067,0.5932529652787887,0.5927788659067961,0.5931229623204413,-1.3409320387403056e-07,-0.00013409320387403056
3.24,0.0024387240825914924,-0.0024037532189549182,-0.0004275369756118986,0.5932064164645106,0.5927788794888986,0.5930639983389029,-1.2051110132027532e-07,-0.00012051110132027532
3.2600000000000002,0.002631613608830796,-0.00259568668714083,-0.000376610581397617,0.5931555048599247,0.5927788942785271,0.5930035029813964,-1.057214727984146e-07,-0.0001057214727984146
3.2800000000000002,0.00277398568797238,-0.0027377096266629763,-0.0003223289338861587,0.5931012389195681,0.592778909985682,0.5929424943326702,-9.00143179993762e-08,-9.00143179993762e-05
3.3000000000000003,0.002866114392732655,-0.0028300716077227506,-0.00026570328716112555,0.5930446296075365,0.5927789263203753,0.5928819482476604,-7.367962462367927e-08,-7.367962462367927e-05
3.3200000000000003,0.0029090430803161427,-0.002873783619629311,-0.00020773152542393966,0.5929866745225726,0.5927789429971486,0.5928227852307967,-5.7002851328036286e-08,-5.7002851328036286e-05
3.34,0.002904530184101417,-0.002870564754825722,-0.00014938327527985393,0.5929283430145764,0.5927789597392966,0.5927658588249951,-4.026070332674436e-08,-4.026070332674436e-05
3.36,0.0028549865385967266,-0.002822780490794763,-9.15861927680197e-05,0.5928705624755145,0.5927789762827465,0.5927119456167494,-2.3717253494481838e-08,-2.3717253494481838e-05
3.38,0.0027634056318734945,-0.002733373945998707,-3.521358083165976e-05,0.5928142059603813,0.5927789923795496,0.5926617369333393,-7.620450381828903e-09,-7.620450381828903e-06
3.4,0.002633288221064345,-0.002605791527402257,1.8926535485331263e-05,0.5927600812654632,0.5927790078009485,0.5926158322779943,7.800948553793319e-09,7.800948553793319e-06
3.42,0.0024685627635653296,-0.0024439044048887304,7.010077782059441e-05,0.5927089215621739,0.5927790223399945,0.5925747345195976,2.2339994520947926e-08,2.2339994520947926e-05
3.44,0.0022735031100483694,-0.0022519272417200753,0.00011765815805212833,0.5926613776556436,0.5927790358136957,0.5925388468252875,3.5813695786757194e-08,3.5813695786757194e-05
3.46,0.0020526448767531624,-0.0020343355827026066,0.0001610361561669299,0.5926180119085199,0.5927790480646868,0.592508471297762,4.80646868972201e-08,4.80646868972201e-05
3.48,0.0018107018651654094,-0.0017957832534358786,0.00019976511992120336,0.5925792938424951,0.5927790589624163,0.5924838092544378,5.896241639380406e-08,5.896241639380406e-05
3.5,0.001552483828929807,-0.0015410210569388738,0.0002334710005383253,0.5925455974033187,0.592779068403857,0.592464963063091,6.84038570231138e-08,6.84038570231138e-05
3.52,0.0012828168027597675,-0.0012748179704393792,0.00026187646391281384,0.592517199849842,0.5927790763137548,0.5924519394285999,7.631375487093806e-08,7.631375487093806e-05
3.54,0.0010064671082470333,-0.0010018859467746388,0.00028480044015166944,0.5924942822042778,0.5927790826444295,0.5924446540079951,8.264442952210516e-08,8.264442952210516e-05
3.56,0.000728070039173967,-0.0007268093141292731,0.00030215619551569005,0.5924769311796426,0.5927790873751583,0.592442937216377,8.737515833079357e-08,8.737515833079357e-05
3.58,0.00045206410657461227,-0.0004539796472591284,0.0003139480296975583,0.5924651424814703,0.5927790905111678,0.5924465410744953,9.051116789393632e-08,9.051116789393632e-05
3.6,0.00018263159372988724,-0.00018753685495598305,0.0003202667177127699,0.5924588253645608,0.5927790920822736,0.5924551469398962,9.208227369494892e-08,9.208227369494892e-05
3.62,-7.635396401339811e-05,6.868290493411422e-05,0.0003212838293544431,0.5924578083118472,0.5927790921412017,0.5924683739576274,9.214120177958307e-08,9.214120177958307e-05
3.64,-0.00032137289798606083,0.00031119200845353134,0.0003172450700916537,0.5924618456915454,0.592779090761637,0.5924857880633057,9.076163709487162e-08,9.076163709487162e-05
3.66,-0.0005492967856672859,0.0005368885088370412,0.0003084627954387676,0.5924706252406023,0.5927790880360411,0.5925069113710356,8.803604112372909e-08,8.803604112372909e-05
3.68,-0.0007574178903190232,0.0007430854383740915,0.00029530785620077334,0.592483776217085,0.5927790840732858,0.5925312317809387,8.407328588866392e-08,8.407328588866392e-05
3.7,-0.0009434705938246024,0.0009275321992223695,0.0002782009346590014,0.592500878061488,0.592779078996147,0.5925582126457476,7.89961470681888e-08,7.89961470681888e-05
3.72,-0.0011056448838038246,0.001088428100100458,0.00025760353179630525,0.5925214694069096,0.5927790729387059,0.5925873023429605,7.293870596392082e-08,7.293870596392082e-05
3.74,-0.0012425920768777132,0.001224428215475637,0.0002340087631992017,0.5925450572805032,0.5927790660437025,0.5926179436080831,6.60437025068461e-08,6.60437025068461e-05
3.7600000000000002,-0.001353423071953852,0.0013346418548030314,0.00020793211647818916,0.5925711263434051,0.5927790584598833,0.5926495824953052,5.8459883378603195e-08,5.8459883378603195e-05
3.7800000000000002,-0.0014376995292548767,0.0014186240301112818,0.000179902316106699,0.5925991480232825,0.5927790503393892,0.592681676844404,5.0339389212616936e-08,5.0339389212616936e-05
3.8000000000000003,-0.001495418461540221,0.0014763604003622532,0.0001504524327076628,0.592628589402509,0.5927790418352166,0.5927137041463165,4.183521662426415e-08,4.183521662426415e-05
3.8200000000000003,-0.0015269908026096513,0.0015082462490201287,0.00012011136324766025,0.5926589217355439,0.5927790330987915,0.5927451687144859,3.3098791596408716e-08,3.3098791596408716e-05
3.84,-0.001533214584114595,0.0015150601166511457,8.939579658093742e-05,0.5926896284811072,0.5927790242776881,0.5927756080845177,2.4277688193130587e-08,2.4277688193130587e-05
3.86,-0.00151524340459952,0.001497932763146359,5.8802765577709894e-05,0.5927202127479414,0.5927790155135191,0.5928045985804882,1.551351913597898e-08,1.551351913597898e-05
3.88,-0.001474550914278172,0.0014583121734568216,2.8802872937668846e-05,0.5927502040670862,0.592779006940024,0.592831760002318,6.940023999923994e-09,6.940023999923994e-06
3.9,-0.0014128920654623567,0.0013979253473643816,-1.6573700373223588e-07,0.5927791644183769,0.5927789986813732,0.5928567594045165,-1.3186267633358284e-09,-1.3186267633358284e-06
3.92,-0.001332261891919928,0.0013187376271712736,-2.7702603358739815e-05,0.5928066934540647,0.592778990850706,0.5928793139522756,-9.149293989096918e-09,-9.149293989096918e-06
3.94,-0.001234852581318835,0.001222910318563919,-5.344932887352098e-05,0.5928324328777854,0.5927789835489119,0.592899192855905,-1.6451088047375606e-08,-1.6451088047375606e-05
3.96,-0.0011230095937717621,0.0011127573490115061,-7.709308865547302e-05,0.5928560699523187,0.5927789768636632,0.5929162183989686,-2.313633673534099e-08,-2.313633673534099e-05
3.98,-0.0009991875572439302,0.000990701686571338,-9.8369255767926e-05,0.5928773401244687,0.5927789708687008,0.5929302660887946,-2.913129915071977e-08,-2.913129915071977e-05
4.0,-0.0008659066379860247,0.0008592322098701644,-0.00011706314635396252,0.5928960287697266,0.5927789656233726,0.5929412639703253,-3.4376627322529885e-08,-3.4376627322529885e-05
4.0200000000000005,-0.0007257100423236906,0.0007208616790164157,-0.00013301090053776873,0.5929119720729569,0.5927789611724191,0.5929491911552555,-3.8827580817191176e-08,-3.8827580817191176e-05
4.04,-0.0005811232561092616,0.0005780864078799297,-0.00014609952801500868,0.5929250570740122,0.5927789575459972,0.5929540756281119,-4.2454002757708054e-08,-4.2454002757708054e-05
4.0600000000000005,-0.00043461557118140703,0.0004333481821916507,-0.00015626615883181875,0.5929352209187613,0.5927789547599295,0.5929559913991164,-4.5240070467578164e-08,-4.5240070467578164e-05
4.08,-0.00028856438543423124,0.0002889989059928766,-0.0001634965502374441,0.5929424493664023,0.5927789528161649,0.5929550550804132,-4.718383506130408e-08,-4.718383506130408e-05
4.1,-0.00014522269586303427,0.00014726839260736924,-0.00016782290957564634,0.5929467746130085,0.5927789517034329,0.5929514219674614,-4.829656707894259e-08,-4.829656707894259e-05
