y_ref,initial_y,final_y,peak_y,final_error_m,final_error_mm,mean_abs_error_m,mean_abs_error_mm,max_abs_error_m,max_abs_error_mm,u_min_used,u_max_used,overshoot_m,overshoot_mm,settling_time_1mm_s,mean_abs_error_after_0p5s_mm,max_abs_error_after_0p5s_mm,n_failures,dt,T_total,N_horizon,Qy,Qy_terminal,Ru,Rdu,du_max
0.592779,0.455427,0.5927789914598145,0.5957600261419584,-8.540185447714066e-09,-8.540185447714066e-06,0.0037993664540697963,3.799366454069796,0.13735199999999992,137.35199999999992,0.47542709591052523,0.6154273111928119,0.0029810261419584982,2.9810261419584982,0.28,0.0005862222365763009,0.006411081359347648,0,0.02,5.0,30,1000.0,5000.0,0.1,10.0,0.02
