method,n_targets,feasible_targets,feasibility_rate_percent,mean_target_error_mm,max_target_error_mm,mean_true_max_abs_xr_m,max_true_max_abs_xr_m,mean_constraint_violation_abs_mm,max_constraint_violation_abs_mm,mean_optimization_time_s_best_attempts,total_optimization_time_s_all_attempts,mean_surrogate_function_evaluations_best_attempts,total_surrogate_function_evaluations_all_attempts,online_true_simulator_calls,offline_dataset_calls,total_wall_time_s
GP_DE,5,5,100.0,24.351932427175573,79.44685000458796,0.48720637409691303,0.4975033019177295,0.0,0.0,42.464321517944335,1076.2963984012604,13195.4,329647,25,3000,1086.9923162460327
