target,peak_y_true,peak_y_pred,target_error_mm,reachability_gap_mm,gp_peak_y_error_signed_mm,gp_peak_y_error_vs_true_mm,max_abs_xr_true,max_abs_xr_pred,gp_max_abs_xr_error_signed_mm,predicted_safety_violation_mm,constraint_violation_abs_mm,feasible_abs,surrogate_function_evaluations,optimization_time_s
0.55,0.5487600068732112,0.5500040778329454,1.2399931267887965,1.2399931267887965,1.2440709597341115,1.2440709597341115,0.45746993064228847,0.4579915808801981,0.5216502379096211,0.0,0.0,True,13103,42.97571015357971
0.6,0.6022491777493452,0.600001029984022,2.249177749345188,0.0,-2.2481477653231163,2.2481477653231163,0.4895394590310028,0.49001857928255765,0.47912025155483207,0.0,0.0,True,13313,42.01995491981506
0.65,0.643256738134095,0.6499943319541044,6.743261865905015,6.743261865905015,6.73759382000938,6.73759382000938,0.49538063153958317,0.4950001801538639,-0.3804513857192937,0.00018015386388237076,0.0,True,13159,43.989224672317505
0.7,0.667919620610749,0.6756266662988767,32.0803793892509,32.0803793892509,7.707045688127634,7.707045688127634,0.49613854735396096,0.49588023970535067,-0.25830764861028976,0.8802397053506716,0.0,True,13229,42.699450969696045
0.75,0.670553149995412,0.6776772627667697,79.44685000458796,79.44685000458796,7.124112771357605,7.124112771357605,0.4975033019177295,0.497371172210802,-0.13212970692749737,2.3711722108020195,0.0,True,13173,40.637266874313354
