method,n_targets,feasible_targets,feasibility_rate_percent,mean_target_error_mm,max_target_error_mm,mean_true_max_abs_xr_m,max_true_max_abs_xr_m,mean_constraint_violation_abs_mm,max_constraint_violation_abs_mm,mean_optimization_time_s,total_optimization_time_s,mean_surrogate_function_evaluations,total_surrogate_function_evaluations,online_true_simulator_calls,offline_dataset_calls,total_wall_time_s,mean_predicted_feasible_start_rate_percent,mean_good_tracking_10mm_start_rate_percent,mean_close_to_best_5pct_rate_percent,mean_params_near_bounds_best
NN_Adam,5,5,100.0,23.067289894646237,79.49733474846954,0.4890259086493988,0.4993006244348631,0.0,0.0,0.6677508354187012,3.338754177093506,60100.0,300500,25,3000,22.276686668395996,33.6,37.2,10.2,0.6
