run_label,target,step,best_objective,median_objective,mean_objective,best_peak_y_pred,best_max_abs_xr_pred,learning_rate,n_random_starts,adam_steps
main,0.55,480,0.0,1.29133939743042,5.972748279571533,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,490,0.0,1.2333717346191406,5.712586879730225,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,500,0.0,1.1784312725067139,5.481412887573242,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,510,0.0,1.1267046928405762,5.272218704223633,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,520,0.0,1.053031325340271,5.0824503898620605,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,530,0.0,0.9812891483306885,4.908381462097168,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,540,0.0,0.9145081043243408,4.750772953033447,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,550,0.0,0.8521947860717773,4.6075215339660645,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,560,0.0,0.8105480670928955,4.4734320640563965,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,570,0.0,0.7714918851852417,4.3489179611206055,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,580,0.0,0.7363744974136353,4.2331647872924805,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,590,0.0,0.6870623826980591,4.12539005279541,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.55,600,0.0,0.6328942775726318,4.024002552032471,0.550000011920929,0.4689056873321533,0.01,100,600
main,0.6,0,0.0001937019405886531,167.34706115722656,1788.3753662109375,0.6001392006874084,0.4748884439468384,0.01,100,600
main,0.6,10,1.3922232028562576e-05,127.65428924560547,1497.6337890625,0.6000373363494873,0.4900667369365692,0.01,100,600
main,0.6,20,1.4597425433748867e-05,69.09596252441406,1261.2919921875,0.5999618172645569,0.4747858941555023,0.01,100,600
main,0.6,30,1.7039169506460894e-06,35.782657623291016,1073.75244140625,0.5999869704246521,0.4747990369796753,0.01,100,600
main,0.6,40,9.606537787476555e-08,20.521488189697266,916.129638671875,0.6000031232833862,0.4685446619987488,0.01,100,600
main,0.6,50,9.323741778644035e-07,15.13471794128418,783.7799072265625,0.6000096797943115,0.47481101751327515,0.01,100,600
main,0.6,60,2.987832203871221e-08,8.34121322631836,673.5477294921875,0.5999982953071594,0.47480452060699463,0.01,100,600
main,0.6,70,6.568967592102126e-08,4.563117980957031,580.2847290039062,0.5999974608421326,0.47480401396751404,0.01,100,600
main,0.6,80,1.2789769243681803e-09,2.6503658294677734,489.9975891113281,0.5999996662139893,0.46854138374328613,0.01,100,600
main,0.6,90,1.566746732351021e-08,1.6306451559066772,402.239501953125,0.5999987721443176,0.47480472922325134,0.01,100,600
main,0.6,100,1.4210854715202004e-10,1.417968988418579,322.8436279296875,0.5999999046325684,0.4729728102684021,0.01,100,600
main,0.6,110,1.4210854715202004e-10,1.144580364227295,260.7371826171875,0.6000001430511475,0.4799998104572296,0.01,100,600
main,0.6,120,3.552713678800501e-11,1.0839653015136719,218.55831909179688,0.6000000834465027,0.4813687801361084,0.01,100,600
main,0.6,130,3.552713678800501e-11,0.9345569610595703,187.92343139648438,0.5999999642372131,0.4729728102684021,0.01,100,600
main,0.6,140,0.0,0.8881598711013794,162.89102172851562,0.6000000238418579,0.47480541467666626,0.01,100,600
main,0.6,150,3.552713678800501e-11,0.7929610013961792,142.1531982421875,0.6000000834465027,0.47480544447898865,0.01,100,600
main,0.6,160,0.0,0.6614882349967957,123.5550765991211,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,170,0.0,0.5886679291725159,97.94184875488281,0.6000000238418579,0.47480544447898865,0.01,100,600
main,0.6,180,0.0,0.562004804611206,77.73921966552734,0.6000000238418579,0.479999840259552,0.01,100,600
main,0.6,190,0.0,0.5275874137878418,64.83219909667969,0.6000000238418579,0.4729728400707245,0.01,100,600
main,0.6,200,0.0,0.4658728241920471,56.12546920776367,0.6000000238418579,0.479999840259552,0.01,100,600
main,0.6,210,0.0,0.39138150215148926,49.004940032958984,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,220,0.0,0.328886479139328,42.830108642578125,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,230,0.0,0.2927530109882355,37.44657516479492,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,240,0.0,0.2348497062921524,32.689815521240234,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,250,0.0,0.20907965302467346,28.424280166625977,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,260,0.0,0.19649049639701843,24.671194076538086,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,270,0.0,0.16578799486160278,21.927270889282227,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,280,0.0,0.14118148386478424,19.644227981567383,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,290,0.0,0.11715154349803925,17.675966262817383,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,300,0.0,0.10861144959926605,15.945003509521484,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,310,0.0,0.09395720064640045,14.424145698547363,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,320,0.0,0.07755708694458008,13.065661430358887,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,330,0.0,0.07207237184047699,11.84716510772705,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,340,0.0,0.06749657541513443,10.744402885437012,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,350,0.0,0.05778616666793823,9.745833396911621,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,360,0.0,0.053292348980903625,8.844018936157227,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,370,0.0,0.052070342004299164,8.023853302001953,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,380,0.0,0.050952181220054626,7.2859320640563965,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,390,0.0,0.049898188561201096,6.624182224273682,0.6000000238418579,0.4799998104572296,0.01,100,600
main,0.6,400,0.0,0.04785653203725815,6.045708179473877,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,410,0.0,0.0452696792781353,5.547110080718994,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,420,0.0,0.04231259971857071,5.142101287841797,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,430,0.0,0.03871115297079086,4.7856645584106445,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,440,0.0,0.03551991283893585,4.466125965118408,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,450,0.0,0.03131913021206856,4.1742844581604,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,460,0.0,0.027579115703701973,3.9078502655029297,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,470,0.0,0.02569495141506195,3.6921422481536865,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,480,0.0,0.023986518383026123,3.5014562606811523,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,490,0.0,0.022388286888599396,3.3273236751556396,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,500,0.0,0.020878799259662628,3.166550636291504,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,510,0.0,0.01580134965479374,3.0167970657348633,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,520,0.0,0.014852653257548809,2.8749752044677734,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,530,0.0,0.013976017944514751,2.7421369552612305,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,540,0.0,0.012439562939107418,2.6181600093841553,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,550,0.0,0.010784663259983063,2.5017426013946533,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,560,0.0,0.009343649260699749,2.392066240310669,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,570,0.0,0.008089406415820122,2.2895898818969727,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,580,0.0,0.006998945027589798,2.1940865516662598,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,590,0.0,0.006149492226541042,2.10475754737854,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.6,600,0.0,0.005665677599608898,2.0209341049194336,0.6000000238418579,0.4949999749660492,0.01,100,600
main,0.65,0,7.835726737976074,89.36565399169922,1337.0621337890625,0.6220076084136963,0.4842187464237213,0.01,100,600
main,0.65,10,5.892642974853516,59.68595886230469,1083.77880859375,0.6257252097129822,0.4865814745426178,0.01,100,600
main,0.65,20,4.14694356918335,51.38912582397461,868.8895263671875,0.6296359300613403,0.488923579454422,0.01,100,600
main,0.65,30,2.751133680343628,45.12834167480469,710.85205078125,0.6334134340286255,0.4912657141685486,0.01,100,600
main,0.65,40,1.7426636219024658,40.74583435058594,587.1201782226562,0.6367989778518677,0.4934169054031372,0.01,100,600
main,0.65,50,1.0945134162902832,36.26512908935547,490.712646484375,0.6397217512130737,0.49530860781669617,0.01,100,600
main,0.65,60,0.8516526222229004,33.32366943359375,411.6703796386719,0.6411355137825012,0.49540579319000244,0.01,100,600
main,0.65,70,0.654966413974762,29.294208526611328,346.35589599609375,0.6419069766998291,0.4897034466266632,0.01,100,600
main,0.65,80,0.3723471462726593,25.161392211914062,295.854248046875,0.6438979506492615,0.49100127816200256,0.01,100,600
main,0.65,90,0.2003040462732315,23.08026123046875,253.85597229003906,0.6455244421958923,0.4920608401298523,0.01,100,600
main,0.65,100,0.10083402693271637,21.129262924194336,216.78318786621094,0.6468245387077332,0.4929109811782837,0.01,100,600
main,0.65,110,0.04688600078225136,19.090654373168945,187.34593200683594,0.6478346586227417,0.4935728907585144,0.01,100,600
main,0.65,120,0.019832495599985123,16.432300567626953,162.49147033691406,0.6485916972160339,0.49406886100769043,0.01,100,600
main,0.65,130,0.007479886990040541,14.398399353027344,140.87149047851562,0.6491351127624512,0.49442389607429504,0.01,100,600
main,0.65,140,0.002443338045850396,13.197182655334473,123.06646728515625,0.6495056748390198,0.4946652054786682,0.01,100,600
main,0.65,150,0.0006581194465979934,11.934438705444336,108.67066192626953,0.6497434377670288,0.4948194921016693,0.01,100,600
main,0.65,160,0.00013124023098498583,11.175470352172852,96.98332214355469,0.6498854160308838,0.4949113130569458,0.01,100,600
main,0.65,170,1.4055992323847022e-05,10.522478103637695,87.2471694946289,0.6499624848365784,0.49496108293533325,0.01,100,600
main,0.65,180,9.094947017729282e-09,9.927047729492188,78.71678924560547,0.6499990224838257,0.49498459696769714,0.01,100,600
main,0.65,190,1.5223022273858078e-06,9.32435417175293,71.18724822998047,0.6500123143196106,0.4949931800365448,0.01,100,600
main,0.65,200,1.978719410544727e-06,8.71879768371582,64.4896011352539,0.6500140428543091,0.49499428272247314,0.01,100,600
main,0.65,210,1.2290968243178213e-06,8.261497497558594,58.548683166503906,0.6500110626220703,0.4949924051761627,0.01,100,600
main,0.65,220,5.115907697472721e-07,7.7729387283325195,53.192237854003906,0.6500071287155151,0.4949898421764374,0.01,100,600
main,0.65,230,1.4551915228366852e-07,7.3760809898376465,48.32918930053711,0.6500037908554077,0.49498772621154785,0.01,100,600
main,0.65,240,2.5899282718455652e-08,7.105255603790283,43.9910774230957,0.650001585483551,0.49498629570007324,0.01,100,600
main,0.65,250,1.2789769243681803e-09,6.957075119018555,40.199649810791016,0.6500003337860107,0.4949854910373688,0.01,100,600
main,0.65,260,3.197442310920451e-10,6.869458198547363,36.950931549072266,0.6499997973442078,0.4949851334095001,0.01,100,600
main,0.65,270,1.2789769243681803e-09,6.592743873596191,34.0736198425293,0.6499996185302734,0.49498504400253296,0.01,100,600
main,0.65,280,5.684341886080801e-10,6.060362815856934,31.47711181640625,0.649999737739563,0.49498510360717773,0.01,100,600
main,0.65,290,3.197442310920451e-10,5.80687141418457,29.13253402709961,0.6499997973442078,0.4949851632118225,0.01,100,600
main,0.65,300,1.4210854715202004e-10,5.544778823852539,27.061647415161133,0.6499998569488525,0.4949852228164673,0.01,100,600
main,0.65,310,0.0,5.208907604217529,25.240095138549805,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,320,0.0,4.895724296569824,23.683828353881836,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,330,0.0,4.492008209228516,22.318330764770508,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,340,0.0,4.033862113952637,21.1129150390625,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,350,0.0,3.8119215965270996,20.0489444732666,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,360,0.0,3.682677745819092,19.106708526611328,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,370,0.0,3.5423054695129395,18.264429092407227,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,380,0.0,3.4391191005706787,17.524351119995117,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,390,0.0,3.3128433227539062,16.857702255249023,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,400,0.0,3.177727460861206,16.256244659423828,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,410,0.0,2.994558811187744,15.720786094665527,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,420,0.0,2.921872615814209,15.194774627685547,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,430,0.0,2.845658779144287,14.738940238952637,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,440,0.0,2.739180564880371,14.340798377990723,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,450,0.0,2.669456958770752,13.983925819396973,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,460,0.0,2.6158037185668945,13.648796081542969,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,470,0.0,2.5538015365600586,13.333415985107422,0.6499999761581421,0.49498528242111206,0.01,100,600
main,0.65,480,0.0,2.370619773864746,13.044355392456055,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,490,0.0,2.2807066440582275,12.768733978271484,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,500,0.0,2.1709909439086914,12.500965118408203,0.6499999761581421,0.4949948787689209,0.01,100,600
main,0.65,510,0.0,2.021259069442749,12.239794731140137,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,520,0.0,1.8976233005523682,11.995623588562012,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,530,0.0,1.8482080698013306,11.738746643066406,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,540,0.0,1.8251404762268066,11.526083946228027,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,550,0.0,1.7952954769134521,11.325414657592773,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,560,0.0,1.7626854181289673,11.137224197387695,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,570,0.0,1.7062833309173584,10.965727806091309,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,580,0.0,1.6646039485931396,10.814692497253418,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,590,0.0,1.6224377155303955,10.678728103637695,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.65,600,0.0,1.5830738544464111,10.551822662353516,0.6499999761581421,0.4949949085712433,0.01,100,600
main,0.7,0,62.74791717529297,209.05445861816406,1978.6129150390625,0.620792031288147,0.4951492249965668,0.01,100,600
main,0.7,10,54.737884521484375,172.05368041992188,1707.7811279296875,0.6322250366210938,0.49969133734703064,0.01,100,600
main,0.7,20,50.52422332763672,145.8677978515625,1478.8182373046875,0.6312121748924255,0.4978313446044922,0.01,100,600
main,0.7,30,46.545955657958984,132.43748474121094,1281.44775390625,0.6409562826156616,0.5004047155380249,0.01,100,600
main,0.7,40,41.04407501220703,122.837890625,1102.5086669921875,0.6407673358917236,0.4988597333431244,0.01,100,600
main,0.7,50,38.033729553222656,110.4576187133789,945.0490112304688,0.640828013420105,0.4977479577064514,0.01,100,600
main,0.7,60,36.541473388671875,102.79879760742188,803.64990234375,0.6409972310066223,0.4970785975456238,0.01,100,600
main,0.7,70,35.37348175048828,96.27482604980469,684.96923828125,0.6416106224060059,0.4967890679836273,0.01,100,600
main,0.7,80,34.29695510864258,90.68010711669922,579.91650390625,0.6424609422683716,0.4967244863510132,0.01,100,600
main,0.7,90,33.256309509277344,86.77498626708984,495.1865539550781,0.6434277892112732,0.4967693090438843,0.01,100,600
main,0.7,100,32.242496490478516,83.80348205566406,418.8736572265625,0.6444128155708313,0.4968324601650238,0.01,100,600
main,0.7,110,31.257631301879883,80.00357055664062,360.3677062988281,0.6453621983528137,0.49687400460243225,0.01,100,600
main,0.7,120,30.298078536987305,76.46643829345703,314.0180969238281,0.6462622284889221,0.4968845546245575,0.01,100,600
main,0.7,130,29.36341667175293,73.53440856933594,275.1381530761719,0.6470833420753479,0.4968450665473938,0.01,100,600
main,0.7,140,28.542007446289062,70.05703735351562,244.61439514160156,0.6477957963943481,0.49679529666900635,0.01,100,600
main,0.7,150,28.21923065185547,68.15933227539062,220.38467407226562,0.6481725573539734,0.4968428313732147,0.01,100,600
main,0.7,160,27.997737884521484,65.15786743164062,199.80282592773438,0.6483728885650635,0.4968331456184387,0.01,100,600
main,0.7,170,26.942895889282227,64.14920043945312,181.43267822265625,0.6497257947921753,0.4970420300960541,0.01,100,600
main,0.7,180,25.804908752441406,63.247169494628906,166.22860717773438,0.6508171558380127,0.49700960516929626,0.01,100,600
main,0.7,190,24.730457305908203,62.41121292114258,153.04563903808594,0.6518692970275879,0.49697789549827576,0.01,100,600
main,0.7,200,23.717533111572266,60.9509162902832,141.61976623535156,0.6528739333152771,0.4969422221183777,0.01,100,600
main,0.7,210,22.76358413696289,59.37858581542969,131.14170837402344,0.6538377404212952,0.4969066083431244,0.01,100,600
main,0.7,220,22.016929626464844,58.19786071777344,121.6050796508789,0.6545815467834473,0.4968631863594055,0.01,100,600
main,0.7,230,21.34990882873535,56.64965057373047,113.0090560913086,0.6551271677017212,0.49674227833747864,0.01,100,600
main,0.7,240,20.700439453125,55.16046905517578,105.27693176269531,0.6557855606079102,0.4966965317726135,0.01,100,600
main,0.7,250,20.017148971557617,53.679893493652344,98.62227630615234,0.6560545563697815,0.4963277280330658,0.01,100,600
main,0.7,260,19.48586082458496,52.34901428222656,93.52764892578125,0.6568005084991455,0.4964351952075958,0.01,100,600
main,0.7,270,18.890052795410156,50.98242950439453,89.44978332519531,0.6574819087982178,0.49642494320869446,0.01,100,600
main,0.7,280,18.372711181640625,50.063087463378906,85.8298110961914,0.6580841541290283,0.49641716480255127,0.01,100,600
main,0.7,290,17.945100784301758,49.34026336669922,82.59919738769531,0.6585888266563416,0.49641090631484985,0.01,100,600
main,0.7,300,17.54836082458496,48.39231872558594,79.50131225585938,0.6589964628219604,0.49635598063468933,0.01,100,600
main,0.7,310,17.317974090576172,47.952186584472656,76.53782653808594,0.6591432094573975,0.4962502121925354,0.01,100,600
main,0.7,320,16.858993530273438,47.210086822509766,74.0625228881836,0.6592363119125366,0.4957781732082367,0.01,100,600
main,0.7,330,16.520414352416992,46.66067886352539,71.98951721191406,0.6598366498947144,0.4959867596626282,0.01,100,600
main,0.7,340,16.230127334594727,46.41516876220703,70.15081787109375,0.6603587865829468,0.4961356520652771,0.01,100,600
main,0.7,350,15.965733528137207,45.396690368652344,68.56165313720703,0.660698652267456,0.4961399435997009,0.01,100,600
main,0.7,360,15.712214469909668,44.40801239013672,67.10818481445312,0.6610617637634277,0.4961729943752289,0.01,100,600
main,0.7,370,15.472939491271973,43.76215362548828,65.76860809326172,0.6612685918807983,0.4960859715938568,0.01,100,600
main,0.7,380,15.241756439208984,43.150054931640625,64.50607299804688,0.6616102457046509,0.4961225390434265,0.01,100,600
main,0.7,390,15.051884651184082,42.58183670043945,63.22865295410156,0.6618810296058655,0.496141642332077,0.01,100,600
main,0.7,400,14.939643859863281,41.90226745605469,62.044307708740234,0.6619532108306885,0.49607712030410767,0.01,100,600
main,0.7,410,14.831273078918457,41.47196960449219,60.94911193847656,0.6620020270347595,0.4959909915924072,0.01,100,600
main,0.7,420,14.736412048339844,40.97441101074219,59.90792465209961,0.6620525121688843,0.4959169328212738,0.01,100,600
main,0.7,430,14.643172264099121,40.498817443847656,58.91116714477539,0.6621755361557007,0.4959169030189514,0.01,100,600
main,0.7,440,14.553268432617188,40.13545227050781,57.95279312133789,0.6623077392578125,0.49593034386634827,0.01,100,600
main,0.7,450,14.46573257446289,39.836997985839844,57.069175720214844,0.6624348759651184,0.4959412217140198,0.01,100,600
main,0.7,460,14.383360862731934,39.40425109863281,56.242088317871094,0.6625508666038513,0.49594736099243164,0.01,100,600
main,0.7,470,14.299152374267578,38.85040283203125,55.47093200683594,0.6626462936401367,0.4959302842617035,0.01,100,600
main,0.7,480,14.21939468383789,38.30329132080078,54.74055480957031,0.66274493932724,0.4959219694137573,0.01,100,600
main,0.7,490,14.141317367553711,37.760494232177734,54.038394927978516,0.6628405451774597,0.4959125220775604,0.01,100,600
main,0.7,500,14.057211875915527,37.229957580566406,53.35847473144531,0.6629462838172913,0.4959047734737396,0.01,100,600
main,0.7,510,13.974851608276367,36.70867919921875,52.688636779785156,0.6630502343177795,0.49589723348617554,0.01,100,600
main,0.7,520,13.900178909301758,36.20256423950195,52.060569763183594,0.6631372570991516,0.4958825707435608,0.01,100,600
main,0.7,530,13.826963424682617,35.70867156982422,51.48200607299805,0.6632223725318909,0.495867520570755,0.01,100,600
main,0.7,540,13.754108428955078,35.22732925415039,50.90989685058594,0.6633138656616211,0.4958593547344208,0.01,100,600
main,0.7,550,13.677197456359863,34.76366424560547,50.3609733581543,0.6634352207183838,0.49587661027908325,0.01,100,600
main,0.7,560,13.607818603515625,34.33068084716797,49.836299896240234,0.6635196805000305,0.4958655834197998,0.01,100,600
main,0.7,570,13.539308547973633,33.78186798095703,49.31375503540039,0.6636113524436951,0.4958631098270416,0.01,100,600
main,0.7,580,13.47377872467041,33.24882888793945,48.81417465209961,0.6637009382247925,0.49586251378059387,0.01,100,600
main,0.7,590,13.14948558807373,32.656768798828125,48.3339729309082,0.6649281978607178,0.496457040309906,0.01,100,600
