run_label,target,candidate_rank,source_start_id,source_start_type,objective_value,tracking_cost,constraint_cost,peak_y_pred,max_abs_xr_pred,predicted_safety_violation_mm,peak_y_true,max_abs_xr_true,target_error_m,target_error_mm,reachability_gap_mm,constraint_violation_abs_m,constraint_violation_abs_mm,feasible_abs,nn_peak_y_error_vs_true_m,nn_peak_y_error_vs_true_mm,nn_peak_y_error_signed_mm,nn_max_abs_xr_error_vs_true_mm,nn_max_abs_xr_error_signed_mm,max_xr,min_xr,max_xb,min_xb,max_abs_xb,extra_reach,u_min,u_max,n_params_near_lower_bound,n_params_near_upper_bound,n_params_near_any_bound,Kr,u_Kr,hr,u_hr,f0,u_f0,f1,u_f1,A,u_A,x_r_start,u_x_r_start,n_total_starts,n_random_starts,n_gp_de_starts,top_k_validate,adam_steps,learning_rate,optimization_time_s,surrogate_function_evaluations,predicted_feasible_start_rate_percent,predicted_good_tracking_10mm_rate_percent,close_to_best_5pct_rate_percent,median_final_objective,best_final_objective
main,0.55,18,101,random,0.0,0.0,0.0,0.550000011920929,0.46323591470718384,0.0,0.549888090114176,0.46264559733260574,0.00011190988582399086,0.11190988582399086,0.11190988582399086,0.0,0.0,True,0.00011192180675290153,0.11192180675290153,0.11192180675290153,0.5903173745780976,0.5903173745780976,0.46264559733260574,0.2552063978318176,0.16427643524054114,-0.16409962393804864,0.16427643524054114,0.049888090114176054,0.06946396827697754,0.9868611693382263,0,1,1,1767.0968017578125,0.07631338387727737,0.4454014003276825,0.9868611693382263,0.1243123859167099,0.06946396827697754,2.9840879440307617,0.6613626480102539,0.0921325609087944,0.07108523696660995,0.35890305042266846,0.1780613362789154,200,200,0,50,800,0.03,1.5329952239990234,160200,96.5,41.0,24.5,2.187615752220154,0.0
main,0.6,46,193,random,0.0,0.0,0.0,0.6000000238418579,0.47330355644226074,0.0,0.5997876441246601,0.473510213255221,0.00021235587533985356,0.21235587533985356,0.21235587533985356,0.0,0.0,True,0.00021237971719778592,0.21237971719778592,0.21237971719778592,0.20665681296028193,-0.20665681296028193,0.473510213255221,0.2449872290074201,0.20058663164918222,-0.2013481188174888,0.2013481188174888,0.09978764412466012,0.07485048472881317,0.8423516750335693,0,0,0,2432.250244140625,0.2663572132587433,0.3948230743408203,0.8423516750335693,0.3269336521625519,0.6483818888664246,1.2245514392852783,0.07485048472881317,0.10029475390911102,0.3431583046913147,0.35924190282821655,0.18483783304691315,200,200,0,50,800,0.03,1.411299705505371,160200,87.0,70.0,27.0,0.17433539032936096,0.0
main,0.65,17,96,random,0.0,0.0,0.0,0.6499999761581421,0.48498445749282837,0.0,0.6497231042951819,0.49022925344888896,0.0002768957048181475,0.2768957048181475,0.2768957048181475,0.0,0.0,True,0.00027687186296021515,0.27687186296021515,0.27687186296021515,5.244795956060589,-5.244795956060589,0.49022925344888896,0.22354640682645205,0.24684394250102484,-0.2467940294849318,0.24684394250102484,0.14972310429518187,0.036530788987874985,0.974155843257904,0,0,0,2823.03564453125,0.3780101537704468,0.1172497346997261,0.049284957349300385,0.4409545361995697,0.974155843257904,1.109592318534851,0.036530788987874985,0.11163356900215149,0.7211188673973083,0.35691311955451965,0.138262540102005,200,200,0,50,800,0.03,1.4062871932983398,160200,40.5,33.5,12.0,6.528708457946777,0.0
main,0.7,1,166,random,7.739978313446045,7.709270000457764,0.03070823661983013,0.6722344160079956,0.49005258083343506,0.05257129669189453,0.6741195098385058,0.4968788546791631,0.025880490161494185,25.880490161494187,25.880490161494187,0.0,0.0,True,0.001885093830510165,1.885093830510165,-1.885093830510165,6.826273845728037,-6.826273845728037,0.4968788546791631,0.2036863803753965,0.2674765905089092,-0.2677890897314903,0.2677890897314903,0.17411950983850577,0.00058805535081774,0.995367169380188,3,1,4,2498.97802734375,0.28542232513427734,0.10098951309919357,0.00282716634683311,0.4483785033226013,0.995367169380188,1.001764178276062,0.00058805535081774,0.11923525482416153,0.9745085835456848,0.3502747118473053,0.005494365934282541,200,200,0,50,800,0.03,1.3952832221984863,160200,13.0,0.0,1.0,49.82010078430176,7.739978313446045
main,0.75,1,24,random,60.56856155395508,60.385154724121094,0.18340608477592468,0.6722921133041382,0.4901284873485565,0.1284778118133545,0.674311787870032,0.49704573834340243,0.07568821212996801,75.68821212996801,75.68821212996801,0.0,0.0,True,0.002019674565893803,2.019674565893803,-2.019674565893803,6.917250994845913,-6.917250994845913,0.49704573834340243,0.20391624137134692,0.2677610091814684,-0.2682668020280684,0.2682668020280684,0.174311787870032,0.0012878536945208907,0.998113751411438,3,2,5,2534.451171875,0.2955574691295624,0.10133808106184006,0.0038230870850384235,0.4493398070335388,0.998113751411438,1.0038635730743408,0.0012878536945208907,0.11957166343927383,0.9857221841812134,0.3504621684551239,0.00924344826489687,200,200,0,50,800,0.03,1.4045283794403076,160200,8.0,0.0,12.5,117.90018844604492,60.56856155395508
