Kr,hr,f0,f1,A,x_r_start,u_Kr,u_hr,u_f0,u_f1,u_A,u_x_r_start,peak_y_true,target_error_m,target_error_mm,reachability_gap_m,reachability_gap_mm,max_abs_xr_true,constraint_violation_abs_m,constraint_violation_abs_mm,residual_margin_m,residual_margin_mm,feasible_abs,tracking_cost,constraint_cost,J_true,run_label,method,target,iteration,phase,kernel,acquisition,seed,total_budget,initial_points,simulation_time_s,gp_fit_time_s,acquisition_time_s,iteration_time_s,acquisition_score,candidate_pool_size,candidate_pool_global,candidate_pool_local,best_J_so_far,best_feasible_error_so_far_mm,best_feasible_margin_so_far_mm,is_current_best_J
3866.411279872965,0.1684272699284428,0.2815172038605918,2.543338135160027,0.10566008628710963,0.35093204983426285,0.676117508535133,0.19550648550983657,0.5186205824588338,0.5144460450533423,0.5220028762369877,0.0186409966852579,0.5845034368302275,0.034503436830227496,34.5034368302275,0.0,0.0,0.5104716051467207,0.010471605146720742,10.47160514672074,-0.010471605146720742,-10.47160514672074,False,11.904871530974992,43.86180573953133,55.76667727050632,main,BO,0.55,1,initial_lhs,matern,lcb,13345,100,20,0.4578289999626577,0.0,0.0,0.45789580000564456,,0,0,0,55.76667727050632,,,True
2911.881225653967,0.3070994374605479,0.18115888878675718,1.2767488116985257,0.09475141998896991,0.37601601645058685,0.4033946359011333,0.5917126784587082,0.2318825393907348,0.09224960389950862,0.15838066629899714,0.5203203290117371,0.6035248920058293,0.05352489200582922,53.524892005829216,0.0,0.0,0.4839071383474671,0.0,0.0,0.016092861652532875,16.092861652532875,True,28.649140642356798,0.0,28.649140642356798,main,BO,0.55,2,initial_lhs,matern,lcb,13345,100,20,0.3305930000497028,0.0,0.0,0.33064189995639026,,0,0,0,28.649140642356798,53.524892005829216,16.092861652532875,True
4350.569080431715,0.1373512251571371,0.41736165148745275,3.946620581552402,0.11845321060219224,0.39365757983448935,0.8144483086947755,0.1067177861632489,0.9067475756784363,0.9822068605174673,0.9484403534064082,0.873151596689787,0.6378322715551248,0.08783227155512474,87.83227155512475,0.0,0.0,0.7241686251457579,0.22416862514575786,224.16862514575786,-0.22416862514575786,-224.16862514575786,False,77.14507926533174,20100.62899989572,20177.774079161052,main,BO,0.55,3,initial_lhs,matern,lcb,13345,100,20,0.6342952999984846,0.0,0.0,0.634338799980469,,0,0,0,28.649140642356798,53.524892005829216,16.092861652532875,False
4984.943503237031,0.19850250643323747,0.2732961166696066,1.6687863422466909,0.09840320677976902,0.36381587882440225,0.995698143782009,0.2814357326663927,0.4951317619131618,0.22292878074889694,0.2801068926589675,0.27631757648804467,0.5886961892047275,0.038696189204727505,38.6961892047275,0.0,0.0,0.4721850256492671,0.0,0.0,0.02781497435073288,27.81497435073288,True,14.973950589680694,0.0,14.973950589680694,main,BO,0.55,4,initial_lhs,matern,lcb,13345,100,20,0.4683843000093475,0.0,0.0,0.46843240002635866,,0,0,0,14.973950589680694,38.6961892047275,27.81497435073288,True
4229.900383325821,0.11856609439528301,0.3263178421115909,1.4258103140890908,0.11496609312151918,0.37169607190481474,0.7799715380930916,0.05304598398652288,0.6466224060331168,0.14193677136303026,0.8322031040506394,0.43392143809629447,0.6477638956081619,0.0977638956081619,97.7638956081619,0.0,0.0,0.5004850154226657,0.0004850154226656578,0.4850154226656578,-0.0004850154226656578,-0.4850154226656578,False,95.57779284483577,0.09409598408941866,95.67188882892519,main,BO,0.55,5,initial_lhs,matern,lcb,13345,100,20,0.4245027999859303,0.0,0.0,0.4245533000212163,,0,0,0,14.973950589680694,38.6961892047275,27.81497435073288,False
4548.693225954054,0.2496543793039194,0.3915266156716176,3.8436030678095454,0.10820832917499582,0.36089399976904324,0.8710552074154438,0.4275839408683411,0.8329331876331931,0.9478676892698484,0.6069443058331941,0.21787999538086494,0.5807668808432304,0.030766880843230315,30.766880843230314,0.0,0.0,0.5387662917921012,0.038766291792101226,38.76629179210123,-0.038766291792101226,-38.76629179210123,False,9.466009568215325,601.130151724134,610.5961612923493,main,BO,0.55,6,initial_lhs,matern,lcb,13345,100,20,0.569672100013122,0.0,0.0,0.5697239000583068,,0,0,0,14.973950589680694,38.6961892047275,27.81497435073288,False
2631.067747739461,0.2797759122662166,0.23718599940861235,2.696726708625149,0.10174593783941752,0.3554339928657716,0.3231622136398461,0.5136454636177618,0.39195999831032097,0.5655755695417164,0.39153126131391747,0.1086798573154328,0.5812947476525593,0.03129474765255924,31.29474765255924,0.0,0.0,0.5028331535977092,0.0028331535977091926,2.8331535977091926,-0.0028331535977091926,-2.8331535977091926,False,9.793612306373621,3.2107037232850164,13.004316029658638,main,BO,0.55,7,initial_lhs,matern,lcb,13345,100,20,0.4328512999927625,0.0,0.0,0.4329145000083372,,0,0,0,13.004316029658638,38.6961892047275,27.81497435073288,True
1760.0303064667294,0.42203522644455005,0.37506564826731936,3.2698934945037816,0.10308054483879228,0.37778622546607604,0.07429437327620839,0.9201006469844287,0.7859018521923412,0.7566311648345939,0.43601816129307613,0.5557245093215213,0.5956932332491036,0.04569323324910357,45.69323324910357,0.0,0.0,0.4947379589244326,0.0,0.0,0.005262041075567381,5.262041075567381,True,20.87871564756984,0.0,20.87871564756984,main,BO,0.55,8,initial_lhs,matern,lcb,13345,100,20,0.3292557999957353,0.0,0.0,0.3293044000165537,,0,0,0,13.004316029658638,38.6961892047275,27.81497435073288,False
2065.724860396467,0.26849783432023044,0.13853422931480625,2.273322897956478,0.09296060597934863,0.3957986257308023,0.16163567439899063,0.4814223837720869,0.11009779804230357,0.42444096598549264,0.09868686597828807,0.9159725146160465,0.6111843923902717,0.061184392390271625,61.184392390271626,0.0,0.0,0.5289310633390546,0.028931063339054597,28.931063339054596,-0.028931063339054597,-28.931063339054596,False,37.43529872166728,334.8025703713556,372.2378690930229,main,BO,0.55,9,initial_lhs,matern,lcb,13345,100,20,0.3781749999616295,0.0,0.0,0.37822120008058846,,0,0,0,13.004316029658638,38.6961892047275,27.81497435073288,False
4788.428133422093,0.3353991403701538,0.44093582296736766,3.5185066696648937,0.09333994259268502,0.39242737126139093,0.9395508952634553,0.6725689724861537,0.9741023513353362,0.8395022232216311,0.11133141975616742,0.8485474252278188,0.5813246633201453,0.031324663320145274,31.324663320145273,0.0,0.0,0.5128416027243224,0.012841602724322443,12.841602724322442,-0.012841602724322443,-12.841602724322442,False,9.812345321204548,65.96270421173023,75.77504953293477,main,BO,0.55,10,initial_lhs,matern,lcb,13345,100,20,0.5023039999650791,0.0,0.0,0.5023489000741392,,0,0,0,13.004316029658638,38.6961892047275,27.81497435073288,False
3435.1410819333746,0.17984408354612802,0.33354592778162495,2.9100278020237678,0.11146401255820332,0.3678684009910714,0.5528974519809642,0.22812595298893723,0.6672740793760713,0.6366759340079226,0.715467085273444,0.35736801982142774,0.6126333496159695,0.06263334961596945,62.63334961596945,0.0,0.0,0.572620202610726,0.07262020261072599,72.620202610726,-0.07262020261072599,-72.620202610726,False,39.2293648411626,2109.477530889157,2148.70689573032,main,BO,0.55,11,initial_lhs,matern,lcb,13345,100,20,0.4707333999685943,0.0,0.0,0.47078650002367795,,0,0,0,13.004316029658638,38.6961892047275,27.81497435073288,False
1594.817143164174,0.10865784148028038,0.1593813098291099,2.0613404200859775,0.11048149323356173,0.3592051767611108,0.027090612332621156,0.024736689943658213,0.16966088522602824,0.3537801400286592,0.6827164411187242,0.18410353522221592,0.6508432486745479,0.10084324867454786,100.84324867454785,0.0,0.0,0.5935759554631924,0.09357595546319242,93.57595546319241,-0.09357595546319242,-93.57595546319241,False,101.69360803236698,3502.5837763397485,3604.2773843721156,main,BO,0.55,12,initial_lhs,matern,lcb,13345,100,20,0.32788629992865026,0.0,0.0,0.32793640007730573,,0,0,0,13.004316029658638,38.6961892047275,27.81497435073288,False
3090.078422561366,0.4031962855576031,0.3049557628148754,2.352104124597379,0.09026610373580808,0.3864591698976362,0.4543081207318188,0.8662751015931518,0.5855878937567869,0.4507013748657929,0.00887012452693634,0.7291833979527238,0.5834919785473898,0.03349197854738972,33.49197854738972,0.0,0.0,0.48650535752420937,0.0,0.0,0.01349464247579063,13.49464247579063,True,11.217126270188134,0.0,11.217126270188134,main,BO,0.55,13,initial_lhs,matern,lcb,13345,100,20,0.340262999990955,0.0,0.0,0.34030640008859336,,0,0,0,11.217126270188134,33.49197854738972,13.49464247579063,True
3702.9481927092297,0.36907608063267483,0.2189408276018312,1.9379392519831549,0.09643355704115328,0.3887177732250594,0.6294137693454942,0.7687888018076425,0.33983093600523206,0.31264641732771825,0.21445190137177614,0.774355464501188,0.6033957739866507,0.05339577398665063,53.39577398665063,0.0,0.0,0.49459529240016664,0.0,0.0,0.005404707599833358,5.404707599833358,True,28.511086796334762,0.0,28.511086796334762,main,BO,0.55,14,initial_lhs,matern,lcb,13345,100,20,0.38060479995328933,0.0,0.0,0.38064870005473495,,0,0,0,11.217126270188134,33.49197854738972,13.49464247579063,False
1878.7491886376897,0.437466006233599,0.4100363887064207,3.663638172426852,0.11664017364176948,0.3547743588556037,0.10821405389648278,0.9641885892388544,0.8858182534469161,0.8878793908089506,0.8880057880589831,0.0954871771120748,0.594697884538667,0.044697884538666965,44.69788453866697,0.0,0.0,0.48508608720470736,0.0,0.0,0.014913912795292639,14.913912795292639,True,19.979008822320033,0.0,19.979008822320033,main,BO,0.55,15,initial_lhs,matern,lcb,13345,100,20,0.3840437999460846,0.0,0.0,0.38409100007265806,,0,0,0,11.217126270188134,33.49197854738972,13.49464247579063,False
2215.677311087455,0.23418826949765018,0.20074342583994215,1.0075299269955673,0.10004710337919816,0.39924894996816646,0.20447923173927288,0.38339505570757193,0.2878383595426918,0.0025099756651890794,0.3349034459732721,0.9849789993633283,0.6582687854683493,0.10826878546834928,108.26878546834928,0.0,0.0,0.5205284975647798,0.020528497564779813,20.528497564779812,-0.020528497564779813,-20.528497564779812,False,117.2212990679144,168.5676849068683,285.7889839747827,main,BO,0.55,16,initial_lhs,matern,lcb,13345,100,20,0.30643599992617965,0.0,0.0,0.3064830000512302,,0,0,0,11.217126270188134,33.49197854738972,13.49464247579063,False
3989.8262484861125,0.38235947149474636,0.1335309373310615,3.0038406151747177,0.10659270702123978,0.38029967998776015,0.7113789281388893,0.8067413471278467,0.09580267808874712,0.667946871724906,0.5530902340413261,0.6059935997552024,0.600539156669227,0.050539156669226926,50.53915666922693,0.0,0.0,0.5044042201762476,0.004404220176247642,4.404220176247642,-0.004404220176247642,-4.404220176247642,False,25.54206356836664,7.7588621443467245,33.300925712713365,main,BO,0.55,17,initial_lhs,matern,lcb,13345,100,20,0.4061080999672413,0.0,0.0,0.40615799999795854,,0,0,0,11.217126270188134,33.49197854738972,13.49464247579063,False
