method,run_label,target,peak_y_true,target_error_mm,reachability_gap_mm,max_abs_xr_true,constraint_violation_abs_mm,residual_margin_mm,feasible_abs,J_true,tracking_cost,constraint_cost,best_iteration,n_true_simulator_evaluations,kernel,acquisition,seed,Kr,hr,f0,f1,A,x_r_start,optimization_time_s
BO,main,0.55,0.5508096686195505,0.8096686195504521,0.0,0.4839977668222295,0.0,16.0022331777705,True,0.0065556327348473475,0.0065556327348473475,0.0,66,100,matern,lcb,13345,3150.03981686563,0.29498915261163383,0.4172379030869001,3.1315238970811694,0.09184895175400262,0.35462651023934805,53.143055099993944
BO,main,0.6,0.6000161299253877,0.01612992538768676,0.0,0.4836367882974533,0.0,16.363211702546675,True,2.601744930123419e-06,2.601744930123419e-06,0.0,59,100,matern,lcb,13346,4752.519207474153,0.31327451017629215,0.15772847795324563,1.0248254185808001,0.09117283866738987,0.38448194191568963,53.92990360001568
BO,main,0.65,0.6511726096726864,1.1726096726863977,0.0,0.49299613391086494,0.0,7.003866089135058,True,0.013750134444777008,0.013750134444777008,0.0,80,100,matern,lcb,13347,3507.101354841361,0.22219465610222544,0.42443439239781844,1.032960514268851,0.11487669967133626,0.3621710772072816,67.21402449999005
BO,main,0.7,0.6593665926450394,40.63340735496057,40.63340735496057,0.49680158586447615,0.0,3.1984141355238527,True,16.510737932741637,16.510737932741637,0.0,68,100,matern,lcb,13348,2292.9751896109588,0.2842563084129022,0.40377939466430735,1.0033735669023989,0.11677455232030709,0.3574388176195721,66.92965519998688
BO,main,0.75,0.6414498999881181,108.55010001188192,108.55010001188192,0.4988973292492847,0.0,1.1026707507152955,True,117.83124212589568,117.83124212589568,0.0,82,100,matern,lcb,13349,3021.4429210228477,0.22025382310001967,0.40002455702300876,1.0,0.10227413606171175,0.3800534234873666,58.97145760001149
