method,n_targets,feasible_targets,feasibility_rate_percent,mean_target_error_mm,max_target_error_mm,mean_true_max_abs_xr_m,max_true_max_abs_xr_m,mean_residual_margin_mm,min_residual_margin_mm,mean_constraint_violation_abs_mm,max_constraint_violation_abs_mm,total_true_simulator_calls,mean_optimization_time_s,total_optimization_time_s
BO,5,5,100.0,30.236383116893403,108.55010001188192,0.4912659208288617,0.4988973292492847,8.734079171138276,1.1026707507152955,0.0,0.0,500,60.03761919999961,300.18809599999804
