method,target,attempt,candidate_rank,success,message,objective_value,optimization_time_s,surrogate_function_evaluations,true_simulator_calls_online,offline_dataset_calls,peak_y_pred,peak_y_std,max_abs_xr_pred,max_abs_xr_std,constraint_value_m,predicted_violation_m,predicted_mean_safety_violation_m,predicted_mean_safety_violation_mm,predicted_safety_violation_m,predicted_safety_violation_mm,tracking_cost,constraint_cost,peak_y_uncertainty_cost,max_abs_xr_uncertainty_cost,tracking_error_scaled,predicted_violation_scaled,peak_y_true,target_error_m,target_error_mm,target_error_pred_m,gp_peak_y_error_vs_true_m,gp_peak_y_error_vs_true_mm,gp_peak_y_error_signed_mm,gp_max_abs_xr_error_vs_true_mm,gp_max_abs_xr_error_signed_mm,reachability_gap_mm,residual_margin_mm,max_abs_xr_true,constraint_violation_abs_m,constraint_violation_abs_mm,feasible_abs,extra_reach_true,max_abs_xb_true,robot_limit_true,robot_limit_opt,lambda_constraint,lambda_uncertainty_peak_y,lambda_uncertainty_max_abs_xr,beta_constraint_std,Kb,Kr,Mb,hb,hr,f0,f1,A,x_r_start,Mr,run_label,source_start_id,source_start_type,nn_peak_y_error_vs_true_m,nn_peak_y_error_vs_true_mm,nn_peak_y_error_signed_mm,nn_max_abs_xr_error_vs_true_mm,nn_max_abs_xr_error_signed_mm,max_xr,min_xr,max_xb,min_xb,max_abs_xb,extra_reach,u_min,u_max,n_params_near_lower_bound,n_params_near_upper_bound,n_params_near_any_bound,u_Kr,u_hr,u_f0,u_f1,u_A,u_x_r_start,n_total_starts,n_random_starts,n_gp_de_starts,top_k_validate,adam_steps,learning_rate,predicted_feasible_start_rate_percent,predicted_good_tracking_10mm_rate_percent,close_to_best_5pct_rate_percent,median_final_objective,best_final_objective,J_true,best_iteration,n_true_simulator_evaluations,kernel,acquisition,seed,kernel_label,acquisition_label,gp_alpha,alpha_label,initial_points,candidate_pool_global,candidate_pool_local,pi_xi
NN+Adam safe,0.65,,17.0,,,0.0,1.4062871932983398,160200.0,,,0.6499999761581421,,0.4849844574928283,,,,,,,0.0,0.0,0.0,,,,,0.6497231042951819,0.0002768957048181,0.2768957048181475,,,,,,,0.2768957048181475,,0.4902292534488889,0.0,0.0,True,,,,,,,,,1000.0,2823.03564453125,20.0,0.1,0.1172497346997261,0.4409545361995697,1.109592318534851,0.1116335690021514,0.3569131195545196,10.0,main,96.0,random,0.0002768718629602,0.2768718629602151,0.2768718629602151,5.244795956060589,-5.244795956060589,0.4902292534488889,0.223546406826452,0.2468439425010248,-0.2467940294849318,0.2468439425010248,0.1497231042951818,0.0365307889878749,0.974155843257904,0.0,0.0,0.0,0.3780101537704468,0.0492849573493003,0.974155843257904,0.0365307889878749,0.7211188673973083,0.138262540102005,200.0,200.0,0.0,50.0,800.0,0.03,40.5,33.5,12.0,6.528708457946777,0.0,,,,,,,,,,,,,,
NN+Adam safe,0.75,,1.0,,,60.56856155395508,1.4045283794403076,160200.0,,,0.6722921133041382,,0.4901284873485565,,,,,,,0.1284778118133545,60.38515472412109,0.1834060847759246,,,,,0.674311787870032,0.075688212129968,75.68821212996801,,,,,,,75.68821212996801,,0.4970457383434024,0.0,0.0,True,,,,,,,,,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0,main,24.0,random,0.0020196745658938,2.019674565893803,-2.019674565893803,6.917250994845913,-6.917250994845913,0.4970457383434024,0.2039162413713469,0.2677610091814684,-0.2682668020280684,0.2682668020280684,0.174311787870032,0.0012878536945208,0.998113751411438,3.0,2.0,5.0,0.2955574691295624,0.0038230870850384,0.998113751411438,0.0012878536945208,0.9857221841812134,0.0092434482648968,200.0,200.0,0.0,50.0,800.0,0.03,8.0,0.0,12.5,117.90018844604492,60.56856155395508,,,,,,,,,,,,,,
