method,target,noise_level,noise_std_percent,n_samples,feasibility_rate_percent,feasibility_rate_ci95_halfwidth_percent,success_rate_10mm_percent,success_rate_10mm_ci95_halfwidth_percent,tracking_success_rate_10mm_percent,tracking_success_rate_10mm_ci95_halfwidth_percent,stability_rate_10mm_percent,stability_rate_10mm_ci95_halfwidth_percent,stability_rate_20mm_percent,stability_rate_20mm_ci95_halfwidth_percent,mean_abs_delta_peak_y_mm,p95_abs_delta_peak_y_mm,max_abs_delta_peak_y_mm,mean_abs_delta_max_abs_xr_mm,p95_abs_delta_max_abs_xr_mm,max_abs_delta_max_abs_xr_mm,mean_peak_y,std_peak_y_mm,p05_peak_y,p95_peak_y,mean_target_error_mm,median_target_error_mm,p95_target_error_mm,max_target_error_mm,mean_max_abs_xr,max_max_abs_xr,mean_residual_margin_mm,p05_residual_margin_mm,min_residual_margin_mm,mean_constraint_violation_mm,max_constraint_violation_mm,n_infeasible,n_success_10mm,worst_margin_sample_index,worst_margin_mm,worst_margin_peak_y,worst_margin_max_abs_xr,worst_margin_target_error_mm,worst_error_sample_index,worst_error_mm,worst_error_peak_y,worst_error_max_abs_xr
NN+Adam safe,0.65,0.05,5.0,500,100.0,0.0,45.4,4.364106264517399,45.4,4.364106264517399,44.6,4.357058398506956,74.4,3.825405867094366,13.559189126708464,32.37586709566975,57.735184259591456,1.6836136688658263,4.170025308356593,6.306965796995689,0.6501002831433782,17.041796156955066,0.6249095218347493,0.6809461433047352,13.570694934790765,11.829871723769536,32.221959546563866,57.458288554771975,0.49030916254280293,0.4965362192458863,9.69083745719709,6.0319970257986935,3.463780754113688,0.0,0.0,0,227,432,3.463780754113688,0.6975443669347228,0.4965362192458863,47.544366934722746,413,57.458288554771975,0.707458288554772,0.49521068282805575
NN+Adam safe,0.65,0.1,10.0,500,97.6,1.341533737182931,21.2,3.58263123862895,21.2,3.58263123862895,21.4,3.594919989095724,42.8,4.337015438293943,28.944507428644787,72.21937471196472,129.25905267216643,3.5650352973915878,8.424899001368033,18.16786788435315,0.6540007402761577,36.29602818933652,0.6011798766769116,0.7203555370439693,28.943399845825507,23.47241292897806,72.46858084630229,128.98215696734695,0.4906875671937224,0.5083971213332438,9.31243280627759,1.6126652744602594,-8.397121333243774,0.046698446809208656,8.397121333243774,12,106,115,-8.397121333243774,0.7754739816894763,0.5083971213332438,125.47398168947632,229,128.98215696734695,0.778982156967347,0.5030479728004742
NN+Adam safe,0.75,0.05,5.0,500,86.2,3.023181667052114,0.0,0.0,0.0,0.0,37.4,4.241251603949004,68.0,4.088843748543101,15.973158416945585,37.87423038249926,64.48981084113248,2.181299265443688,5.066980906387149,8.947342416154136,0.6730580742548584,19.73193388743939,0.6409589715583676,0.7073576903032527,76.9419257451416,76.49557038023082,109.04102844163246,132.4119572145268,0.4970241179372874,0.5059930807595588,2.975882062712552,-1.473042460030799,-5.993080759558844,0.20772145763615857,5.993080759558844,69,0,319,-5.993080759558844,0.7170131300020183,0.5059930807595588,32.98686999798173,44,132.4119572145268,0.6175880427854732,0.4901330207752218
NN+Adam safe,0.75,0.1,10.0,500,68.0,4.088843748543101,0.2,0.3916078038037546,3.0,1.495262920024435,20.4,3.5321788584385136,38.0,4.254599769661066,32.319035895288955,81.09793752966068,209.48154082908044,4.465406131780572,11.068263831131885,27.524185684349114,0.6788366309776309,41.31251421915265,0.6186037250011875,0.7536058388945039,74.09019343758241,74.47565713536707,131.4835733086703,160.25580407778693,0.49762974860286313,0.5245699240277538,2.370251397136866,-6.999311534031078,-24.56992402775382,1.326716414188917,24.56992402775382,160,1,314,-24.56992402775382,0.780084271709597,0.5245699240277538,30.084271709597044,238,160.25580407778693,0.589744195922213,0.4859875562888347
