method,target,parameter,parameter_group,variation_mode,perturbation_fraction,perturbation_percent,nominal_value,tested_value,clipped_to_bound,peak_y,delta_peak_y_m,delta_peak_y_mm,target_error_mm,max_abs_xr,delta_max_abs_xr_m,delta_max_abs_xr_mm,residual_margin_mm,constraint_violation_mm,feasible_abs,extra_reach,max_abs_xb,nominal_peak_y,nominal_max_abs_xr,nominal_residual_margin_mm,Kb,Kr,Mb,hb,hr,f0,f1,A,x_r_start,Mr
NN+Adam safe,0.75,Kr,controllable,percent_of_allowed_range,0.1,10.0,2534.451171875,2884.451171875,False,0.6677250437712109,-0.006586744098819541,-6.586744098819541,82.27495622878911,0.49344391981319435,-0.0036018185302103545,-3.6018185302103545,6.556080186805646,0.0,True,0.1677250437712109,0.26581066098856787,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2884.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hr,controllable,percent_of_allowed_range,-0.1,-10.0,0.10133808106184,0.1,True,0.6744162910529061,0.0001045031828756926,0.1045031828756926,75.58370894709387,0.49708079502441793,3.505668101322357e-05,0.03505668101322357,2.919204975582068,0.0,True,0.17441629105290613,0.2683683903481643,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.1,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hr,controllable,percent_of_allowed_range,-0.05,-5.0,0.10133808106184,0.1,True,0.6744162910529061,0.0001045031828756926,0.1045031828756926,75.58370894709387,0.49708079502441793,3.505668101322357e-05,0.03505668101322357,2.919204975582068,0.0,True,0.17441629105290613,0.2683683903481643,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.1,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hr,controllable,percent_of_allowed_range,0.0,0.0,0.10133808106184,0.10133808106184,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hr,controllable,percent_of_allowed_range,0.05,5.0,0.10133808106184,0.11883808106184,False,0.6729116804856351,-0.0014001073843953327,-1.4001073843953327,77.0883195143649,0.49656964378963153,-0.00047609455377317644,-0.47609455377317644,3.430356210368468,0.0,True,0.1729116804856351,0.26692610479252205,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.11883808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hr,controllable,percent_of_allowed_range,0.1,10.0,0.10133808106184,0.13633808106184,False,0.671462143616242,-0.0028496442537884192,-2.8496442537884192,78.53785638375798,0.4960686838357074,-0.0009770545076973058,-0.9770545076973058,3.9313161642925976,0.0,True,0.171462143616242,0.2655511320946133,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.13633808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f0,controllable,percent_of_allowed_range,-0.1,-10.0,0.4493398070335388,0.41433980703353884,False,0.672851238844739,-0.0014605490252914688,-1.4605490252914688,77.14876115526104,0.4969218957074842,-0.00012384263592052358,-0.12384263592052358,3.0781042925158153,0.0,True,0.17285123884473896,0.2680476224099018,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.41433980703353884,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f0,controllable,percent_of_allowed_range,-0.05,-5.0,0.4493398070335388,0.4318398070335388,False,0.6735501962943657,-0.0007615915756646885,-0.7615915756646885,76.44980370563425,0.4969845516947589,-6.11866486457946e-05,-0.061186648645794595,3.0154483052410863,0.0,True,0.17355019629436574,0.26806417341304156,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4318398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f0,controllable,percent_of_allowed_range,0.0,0.0,0.4493398070335388,0.4493398070335388,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f0,controllable,percent_of_allowed_range,0.05,5.0,0.4493398070335388,0.45,True,0.6743376223409224,2.583447089199442e-05,0.02583447089199442,75.66237765907758,0.4970479037226976,2.165379292873304e-06,0.002165379292873304,2.9520962773024184,0.0,True,0.17433762234092243,0.26826979081818025,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.45,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f0,controllable,percent_of_allowed_range,0.1,10.0,0.4493398070335388,0.45,True,0.6743376223409224,2.583447089199442e-05,0.02583447089199442,75.66237765907758,0.4970479037226976,2.165379292873304e-06,0.002165379292873304,2.9520962773024184,0.0,True,0.17433762234092243,0.26826979081818025,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.45,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f1,controllable,percent_of_allowed_range,-0.1,-10.0,1.0038635730743408,1.0,True,0.6745305352118836,0.0002187473418531205,0.2187473418531205,75.46946478811645,0.49704229457939303,-3.443764011679118e-06,-0.003443764011679118,2.957705420606971,0.0,True,0.17453053521188355,0.26816293656756257,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f1,controllable,percent_of_allowed_range,-0.05,-5.0,1.0038635730743408,1.0,True,0.6745305352118836,0.0002187473418531205,0.2187473418531205,75.46946478811645,0.49704229457939303,-3.443764011679118e-06,-0.003443764011679118,2.957705420606971,0.0,True,0.17453053521188355,0.26816293656756257,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f1,controllable,percent_of_allowed_range,0.0,0.0,1.0038635730743408,1.0038635730743408,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f1,controllable,percent_of_allowed_range,0.05,5.0,1.0038635730743408,1.1538635730743407,False,0.6695423745762635,-0.0047694132937669,-4.7694132937669,80.45762542373647,0.4965348422288545,-0.0005108961145501856,-0.5108961145501856,3.4651577711454773,0.0,True,0.16954237457626353,0.2671168673308841,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.1538635730743407,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,f1,controllable,percent_of_allowed_range,0.1,10.0,1.0038635730743408,1.3038635730743409,False,0.6647389307732108,-0.009572857096819654,-9.572857096819654,85.26106922678922,0.49607187310394396,-0.0009738652394607472,-0.9738652394607472,3.928126896056039,0.0,True,0.16473893077321078,0.2660185580185453,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.3038635730743409,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,A,controllable,percent_of_allowed_range,-0.1,-10.0,0.1195716634392738,0.1165716634392738,False,0.6661865445880315,-0.008125243281998928,-8.125243281998928,83.81345541196849,0.4933680218136115,-0.003677716529793207,-3.677716529793207,6.631978186388499,0.0,True,0.1661865445880315,0.2615361066862183,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1165716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,A,controllable,percent_of_allowed_range,-0.05,-5.0,0.1195716634392738,0.1180716634392738,False,0.6702491662322441,-0.004062621637786368,-4.062621637786368,79.75083376775594,0.4952068800766225,-0.0018388582667822062,-1.8388582667822062,4.793119923377498,0.0,True,0.17024916623224406,0.2649014543888322,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1180716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,A,controllable,percent_of_allowed_range,0.0,0.0,0.1195716634392738,0.1195716634392738,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,A,controllable,percent_of_allowed_range,0.05,5.0,0.1195716634392738,0.12,True,0.6754719007882192,0.0011601129181887382,1.1601129181887382,74.52809921178083,0.49757083844542543,0.0005251001020207258,0.5251001020207258,2.429161554574566,0.0,True,0.17547190078821917,0.26922780350852243,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.12,0.3504621684551239,10.0
NN+Adam safe,0.75,A,controllable,percent_of_allowed_range,0.1,10.0,0.1195716634392738,0.12,True,0.6754719007882192,0.0011601129181887382,1.1601129181887382,74.52809921178083,0.49757083844542543,0.0005251001020207258,0.5251001020207258,2.429161554574566,0.0,True,0.17547190078821917,0.26922780350852243,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.12,0.3504621684551239,10.0
NN+Adam safe,0.75,x_r_start,controllable,percent_of_allowed_range,-0.1,-10.0,0.3504621684551239,0.35,True,0.6738496194143831,-0.0004621684556472827,-0.4621684556472827,76.15038058561684,0.4965835698813293,-0.0004621684620754185,-0.4621684620754185,3.4164301186707102,0.0,True,0.17384961941438315,0.26826680203338427,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.35,10.0
NN+Adam safe,0.75,x_r_start,controllable,percent_of_allowed_range,-0.05,-5.0,0.3504621684551239,0.35,True,0.6738496194143831,-0.0004621684556472827,-0.4621684556472827,76.15038058561684,0.4965835698813293,-0.0004621684620754185,-0.4621684620754185,3.4164301186707102,0.0,True,0.17384961941438315,0.26826680203338427,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.35,10.0
NN+Adam safe,0.75,x_r_start,controllable,percent_of_allowed_range,0.0,0.0,0.3504621684551239,0.3504621684551239,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,x_r_start,controllable,percent_of_allowed_range,0.05,5.0,0.3504621684551239,0.3529621684551239,False,0.6768117878728318,0.0025000000028013725,2.5000000028013725,73.1882121271682,0.4995457383807667,0.0025000000373620046,2.5000000373620046,0.4542616192332871,0.0,True,0.1768117878728318,0.26826680199747943,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3529621684551239,10.0
NN+Adam safe,0.75,x_r_start,controllable,percent_of_allowed_range,0.1,10.0,0.3504621684551239,0.3554621684551239,False,0.6793117878755872,0.005000000005556782,5.000000005556782,70.68821212441279,0.5020457384177277,0.005000000074322997,5.000000074322997,-2.045738417727705,2.045738417727705,False,0.17931178787558721,0.2682668019641102,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3554621684551239,10.0
NN+Adam safe,0.75,Kb,physical_model,relative_percent_of_nominal,-0.1,-10.0,1000.0,900.0,False,0.666696113671255,-0.007615674198775402,-7.615674198775402,83.30388632874497,0.49387609080438766,-0.003169647539017051,-3.169647539017051,6.123909195612343,0.0,True,0.16669611367125503,0.2658412922310177,0.6743117878700304,0.4970457383434047,2.9542616565952917,900.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Kb,physical_model,relative_percent_of_nominal,-0.05,-5.0,1000.0,950.0,False,0.6705462968563043,-0.003765491013726141,-3.765491013726141,79.4537031436957,0.4954515028092552,-0.0015942355341495018,-1.5942355341495018,4.5484971907447935,0.0,True,0.1705462968563043,0.2671034089414365,0.6743117878700304,0.4970457383434047,2.9542616565952917,950.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Kb,physical_model,relative_percent_of_nominal,0.0,0.0,1000.0,1000.0,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Kb,physical_model,relative_percent_of_nominal,0.05,5.0,1000.0,1050.0,False,0.6780099499529217,0.0036981620828913098,3.6981620828913098,71.99005004707826,0.49865832562529516,0.001612587281890454,1.612587281890454,1.3416743747048376,0.0,True,0.17800994995292174,0.2693146007456894,0.6743117878700304,0.4970457383434047,2.9542616565952917,1050.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Kb,physical_model,relative_percent_of_nominal,0.1,10.0,1000.0,1100.0,False,0.6816571489342098,0.007345361064179379,7.345361064179379,68.34285106579019,0.5002887078320473,0.0032429694886425553,3.2429694886425553,-0.2887078320472636,0.2887078320472636,False,0.1816571489342098,0.27030770538434934,0.6743117878700304,0.4970457383434047,2.9542616565952917,1100.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mb,physical_model,relative_percent_of_nominal,-0.1,-10.0,20.0,18.0,False,0.7010396671850507,0.026727879315020298,26.727879315020296,48.96033281494927,0.5005212829067297,0.003475544563324995,3.475544563324995,-0.5212829067297031,0.5212829067297031,False,0.20103966718505073,0.2926684308182456,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,18.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mb,physical_model,relative_percent_of_nominal,-0.05,-5.0,20.0,19.0,False,0.6869390378904054,0.012627250020375014,12.627250020375014,63.060962109594556,0.49865974775093524,0.0016140094075305367,1.6140094075305367,1.340252249064755,0.0,True,0.18693903789040545,0.2799577975165767,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,19.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mb,physical_model,relative_percent_of_nominal,0.0,0.0,20.0,20.0,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mb,physical_model,relative_percent_of_nominal,0.05,5.0,20.0,21.0,False,0.6626702558061072,-0.011641532063923266,-11.641532063923265,87.32974419389284,0.4955647372018217,-0.0014810011415830049,-1.4810011415830049,4.435262798178297,0.0,True,0.16267025580610717,0.25738728063774147,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,21.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mb,physical_model,relative_percent_of_nominal,0.1,10.0,20.0,22.0,False,0.6524411944324291,-0.021870593437601338,-21.870593437601336,97.5588055675709,0.494217142130316,-0.00282859621308873,-2.82859621308873,5.782857869684022,0.0,True,0.1524411944324291,0.24745442298687614,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,22.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hb,physical_model,relative_percent_of_nominal,-0.1,-10.0,0.1,0.09000000000000001,False,0.6977180513788989,0.02340626350886843,23.40626350886843,52.28194862110114,0.49850164493320703,0.001455906589802325,1.455906589802325,1.4983550667929668,0.0,True,0.19771805137889886,0.295007941054226,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.09000000000000001,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hb,physical_model,relative_percent_of_nominal,-0.05,-5.0,0.1,0.095,False,0.6855919509411634,0.011280163071132998,11.280163071132998,64.40804905883657,0.49775153202407235,0.0007057936806676435,0.7057936806676435,2.2484679759276482,0.0,True,0.18559195094116343,0.28105374472737593,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.095,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hb,physical_model,relative_percent_of_nominal,0.0,0.0,0.1,0.1,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hb,physical_model,relative_percent_of_nominal,0.05,5.0,0.1,0.10500000000000001,False,0.6638153724512386,-0.010496415418791871,-10.496415418791871,86.18462754876144,0.49638209927860566,-0.0006636390647990487,-0.6636390647990487,3.6179007213943404,0.0,True,0.16381537245123856,0.2565232352631713,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.10500000000000001,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,hb,physical_model,relative_percent_of_nominal,0.1,10.0,0.1,0.11000000000000001,False,0.65473360792419,-0.019578179945840435,-19.578179945840436,95.26639207581,0.4957592447584532,-0.0012864935849515313,-1.2864935849515313,4.2407552415468235,0.0,True,0.15473360792419,0.24571249266259385,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.11000000000000001,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mr,physical_model,relative_percent_of_nominal,-0.1,-10.0,10.0,9.0,False,0.6519749844483445,-0.02233680342168598,-22.33680342168598,98.02501555165554,0.4940941697644697,-0.0029515685789350266,-2.9515685789350266,5.905830235530319,0.0,True,0.15197498444834445,0.24556235382842104,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,9.0
NN+Adam safe,0.75,Mr,physical_model,relative_percent_of_nominal,-0.05,-5.0,10.0,9.5,False,0.662912741997546,-0.011399045872484415,-11.399045872484415,87.08725800245398,0.49558094363538646,-0.0014647947080182466,-1.4647947080182466,4.419056364613539,0.0,True,0.16291274199754602,0.2570529829297336,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,9.5
NN+Adam safe,0.75,Mr,physical_model,relative_percent_of_nominal,0.0,0.0,10.0,10.0,False,0.6743117878700304,0.0,0.0,75.68821212996957,0.4970457383434047,0.0,0.0,2.9542616565952917,0.0,True,0.17431178787003043,0.26826680202806774,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.0
NN+Adam safe,0.75,Mr,physical_model,relative_percent_of_nominal,0.05,5.0,10.0,10.5,False,0.6854626741676092,0.011150886297578766,11.150886297578765,64.5373258323908,0.49846775758004425,0.0014220192366395379,1.4220192366395379,1.5322424199557538,0.0,True,0.1854626741676092,0.27915055517351334,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,10.5
NN+Adam safe,0.75,Mr,physical_model,relative_percent_of_nominal,0.1,10.0,10.0,11.0,False,0.6960172442072994,0.021705456337268947,21.70545633726895,53.98275579270062,0.4999283234232206,0.002882585079815869,2.882585079815869,0.07167657677942252,0.0,True,0.19601724420729938,0.2898438224690253,0.6743117878700304,0.4970457383434047,2.9542616565952917,1000.0,2534.451171875,20.0,0.1,0.10133808106184,0.4493398070335388,1.0038635730743408,0.1195716634392738,0.3504621684551239,11.0
