label,percentile,target,bo_best_y_sim,bo_best_error_m,bo_best_error_mm,bo_best_iteration,bo_best_Kr,bo_best_hr,bo_best_f0,bo_best_f1,bo_best_A,bo_best_x_r_start,de_y_sim,de_error_m,de_error_mm,bo_minus_de_error_mm,bo_better_than_de,n_initial,n_iter,total_evaluations,kappa,n_candidates
target4_p65,65,0.628967,0.6285359858026358,0.0004310141973642434,0.4310141973642434,49,2645.1890979263817,0.8300263366136715,0.001701449418719577,9.216962680520313,0.18030225197927482,0.43115419829360385,0.631119,0.0021519999999999317,2.1519999999999317,-1.7209858026356883,True,10,40,50,0.5,3000
