label,percentile,target,bo_best_y_sim,bo_best_error_m,bo_best_error_mm,bo_best_iteration,bo_best_Kr,bo_best_hr,bo_best_f0,bo_best_f1,bo_best_A,bo_best_x_r_start,de_y_sim,de_error_m,de_error_mm,bo_minus_de_error_mm,bo_better_than_de,n_initial,n_iter,total_evaluations,kappa,n_candidates
target3_p50,50,0.592779,0.5928182680665791,3.9268066579167815e-05,0.039268066579167815,21,3482.193395963857,0.43035881226420136,0.009748381102507945,5.1851155121253685,0.11213105562341644,0.45542734978755484,0.593118,0.00033900000000008923,0.33900000000008923,-0.2997319334209214,True,10,40,50,0.5,3000
