target,n_initial,n_iter,total_evaluations,best_y_sim,best_error_m,best_error_mm,best_Kr,best_hr,best_f0,best_f1,best_A,best_x_r_start,de_y_sim,de_error_m,de_error_mm
0.592779,10,40,50,0.5928182680665791,3.9268066579167815e-05,0.039268066579167815,3482.193395963857,0.43035881226420136,0.009748381102507945,5.1851155121253685,0.11213105562341644,0.45542734978755484,0.593118,0.00033900000000008923,0.33900000000008923
