label,percentile,target,bo_best_y_sim,bo_best_error_m,bo_best_error_mm,bo_best_iteration,bo_best_Kr,bo_best_hr,bo_best_f0,bo_best_f1,bo_best_A,bo_best_x_r_start,de_y_sim,de_error_m,de_error_mm,bo_minus_de_error_mm,bo_better_than_de,n_initial,n_iter,total_evaluations,kappa,n_candidates
target1_p20,20,0.520767,0.5219875568082472,0.0012205568082471752,1.2205568082471752,18,4421.830197695784,0.43116613091167444,0.0004241603408060846,4.479736814226265,0.17297363853599396,0.31074705541599634,0.519726,0.0010409999999999586,1.0409999999999586,0.17955680824721654,False,10,40,50,0.5,3000
