method,n_targets,feasible_targets,feasibility_rate_percent,mean_target_error_mm,max_target_error_mm,mean_true_max_abs_xr_m,max_true_max_abs_xr_m,mean_residual_margin_mm,min_residual_margin_mm,mean_constraint_violation_abs_mm,max_constraint_violation_abs_mm,mean_optimization_time_s_best_attempts,total_optimization_time_s_all_attempts,mean_surrogate_function_evaluations_best_attempts,total_surrogate_function_evaluations_all_attempts,online_true_simulator_calls,unique_de_attempts,offline_dataset_calls,total_wall_time_s
GP_DE_v2,5,5,100.0,24.02865596117862,81.35399296995105,0.4833973063100401,0.49552558770221256,16.6026936899599,4.4744122977874445,0.0,0.0,36.83422360420227,924.0979478359222,13152.0,329115,125,25,3000,977.6568944454193
