sample_index,y_achieved,error,extra_reach,max_xr,max_xb,constraint_violation,feasible,noise_Kb,noise_Mb,noise_hb,param_Kb,param_Kr,param_Mb,param_hb,param_hr,param_f0,param_f1,param_A,param_x_r_start
0,0.639774264905735,0.0002257350942650449,0.13977426490573497,0.49543132749455354,0.23535892323083468,0.0,True,0.015235853987721568,-0.05199920531202478,0.03752255979032287,1015.2358539877215,3144.936955566098,18.960015893759504,0.10375225597903229,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
1,0.667539950437873,0.02753995043787294,0.16753995043787295,0.49748195966960174,0.26705314317522905,0.0,True,0.0470282358195607,-0.09755175943269183,-0.06510897534311591,1047.0282358195607,3144.936955566098,18.048964811346163,0.09348910246568842,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
2,0.6374755018061128,0.0025244981938872257,0.1374755018061128,0.4949500418530742,0.23660605246161903,0.0,True,0.006392020158364269,-0.01581212961717911,-0.0008400578752144398,1006.3920201583643,3144.936955566098,19.683757407656415,0.09991599421247856,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
3,0.6195961226070166,0.02040387739298344,0.11959612260701658,0.49313938436938753,0.21810672866914899,0.0,True,-0.04265219637867901,0.04396989874314143,0.03888959677144742,957.347803621321,3144.936955566098,20.879397974862826,0.10388895967714473,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
4,0.6220719246160293,0.017928075383970676,0.12207192461602934,0.49374607762570477,0.2193596609077418,0.0,True,0.0033015348780608025,0.056362060348401646,0.023375467112602282,1003.3015348780607,3144.936955566098,21.127241206968034,0.10233754671126023,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
5,0.636668526074828,0.0033314739251719683,0.13666852607482805,0.49387956271138306,0.23781498410478058,0.0,True,-0.04296462314416191,0.018437539204124942,-0.04794413004144995,957.0353768558381,3144.936955566098,20.3687507840825,0.09520558699585502,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
6,0.6388439050179033,0.0011560949820966782,0.13884390501790334,0.4953896484882622,0.2350022399056912,0.0,True,0.043922515065363626,-0.002496295549312645,-0.009243118177263029,1043.9225150653638,3144.936955566098,19.950074089013746,0.0990756881822737,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
7,0.6236049666089747,0.016395033391025327,0.12360496660897469,0.49327478295518146,0.22368555286579328,0.0,True,-0.03404647722019707,0.06112706693370151,-0.007726474103440108,965.9535227798029,3144.936955566098,21.222541338674034,0.099227352589656,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
8,0.6332542959790448,0.006745704020955201,0.1332542959790448,0.49437409581005776,0.2305527354011748,0.0,True,-0.021416391108155363,-0.01760667752441148,0.02661545927766744,978.5836088918446,3144.936955566098,19.64786644951177,0.10266154592776676,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
9,0.6291567031438492,0.01084329685615082,0.1291567031438492,0.4943846472782292,0.2254121706289377,0.0,True,0.018272203218203917,0.02063663057979942,0.021541050150394137,1018.2722032182039,3144.936955566098,20.412732611595988,0.10215410501503941,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
10,0.64670940951752,0.006709409517519971,0.14670940951751998,0.4967711005756115,0.2429490350648631,0.0,True,0.10708238004352306,-0.02032075081923078,-0.025612136453576868,1107.082380043523,3144.936955566098,19.593584983615383,0.09743878635464231,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
11,0.6200296815838057,0.019970318416194344,0.12002968158380567,0.49322001428502804,0.21672906466626896,0.0,True,-0.04068863641239389,0.030798971128774784,0.056448614636044586,959.3113635876061,3144.936955566098,20.615979422575496,0.10564486146360447,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
12,0.6487110180742808,0.008711018074280763,0.14871101807428078,0.4954495530242072,0.24969088902010494,0.0,True,-0.005697372882743754,-0.0420078238481264,-0.04122406078456198,994.3026271172563,3144.936955566098,19.159843523037473,0.09587759392154381,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
13,0.6262432644979035,0.013756735502096551,0.12624326449790346,0.4943526655430118,0.22185733314094583,0.0,True,0.03252963939123506,0.03716270856017211,0.02715771341525975,1032.5296393912352,3144.936955566098,20.74325417120344,0.10271577134152599,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
14,0.6302579701940126,0.009742029805987373,0.13025797019401264,0.49388201461056,0.22971643417607518,0.0,True,-0.03327548536443472,0.01160806615333599,0.005834290457036411,966.7245146355654,3144.936955566098,20.23216132306672,0.10058342904570364,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
15,0.626007385213033,0.013992614786967006,0.126007385213033,0.49409358218193433,0.2233568655520988,0.0,True,0.010934429836450647,0.0435714388974095,0.011179777438734113,1010.9344298364507,3144.936955566098,20.87142877794819,0.10111797774387342,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
16,0.6333662388507104,0.0066337611492895965,0.13336623885071042,0.49502152680956607,0.22997189279489466,0.0,True,0.03394567815359475,0.003378953474444573,0.014455969934499208,1033.9456781535948,3144.936955566098,20.067579069488893,0.10144559699344993,0.3044142373395884,0.3249399104662066,1.5263647030855385,0.1129304523413652,0.3672426049036467
