constraint_loss_weight,val_peak_y_rmse_mm,val_max_abs_xr_rmse_mm,val_true_limit_false_feasible_rate,val_near_boundary_false_feasible_rate_true_limit,val_safety_margin_false_feasible_rate,val_safety_margin_unsafe_given_pred_safe_rate,selection_rank
5.0,8.647349699088132,4.989397294181134,0.0022222222222222222,0.006756756756756757,0.0,0.0,1
2.0,8.58662937540738,4.918874926914893,0.008888888888888889,0.02702702702702703,0.0,0.0,2
3.0,8.306962568303335,4.945007514059884,0.008888888888888889,0.02702702702702703,0.0,0.0,3
1.0,8.375825785903938,5.22357366206525,0.013333333333333334,0.04054054054054054,0.0022222222222222222,0.00510204081632653,4
