epoch,learning_rate,constraint_loss_weight,train_loss,train_peak_y_loss,train_max_abs_xr_loss,val_loss,val_peak_y_loss,val_max_abs_xr_loss
42,0.001,5.0,0.1260428315689487,0.037229605319519195,0.01776264538808215,0.21191087365150452,0.037256576120853424,0.03493086248636246
43,0.001,5.0,0.1278092652078598,0.037073447999935,0.018147163483644684,0.19984972476959229,0.036296192556619644,0.03271070867776871
44,0.001,5.0,0.11556628226272521,0.035022055489882346,0.016108845300491777,0.18999378383159637,0.03255350887775421,0.03148805350065231
45,0.001,5.0,0.11663313786829671,0.03555970098222456,0.01621468728708644,0.19397296011447906,0.03324746713042259,0.032145097851753235
46,0.001,5.0,0.11508261869030614,0.03555834083066833,0.01590485537364598,0.19608846306800842,0.034469135105609894,0.032323867082595825
47,0.001,5.0,0.11326877292125456,0.03451973635462984,0.01574980725924815,0.18679159879684448,0.03307997062802315,0.030742326751351357
48,0.001,5.0,0.10982773525099601,0.034137102264550426,0.01513812651917819,0.19116808474063873,0.03170017525553703,0.03189358115196228
49,0.001,5.0,0.10842331114315218,0.03362345220821519,0.014959971690850874,0.18909785151481628,0.032298456877470016,0.031359877437353134
50,0.001,5.0,0.1140535025587005,0.03288854520407415,0.016232991425861275,0.20100152492523193,0.03258146718144417,0.03368401154875755
51,0.001,5.0,0.10443577122303747,0.03239005834104553,0.014409142636483716,0.18102723360061646,0.034885939210653305,0.02922825701534748
52,0.001,5.0,0.09834357471235337,0.03266164215822374,0.013136386480783262,0.18098533153533936,0.031164374202489853,0.02996419183909893
53,0.001,5.0,0.09478363478856702,0.030951364957276854,0.012766454278701735,0.17454646527767181,0.03078720159828663,0.028751851990818977
54,0.001,5.0,0.09018319478679088,0.030386479466312354,0.01195934297697198,0.15980252623558044,0.029433030635118484,0.02607390098273754
55,0.001,5.0,0.08866103606358651,0.029595740530039032,0.011813059088683898,0.17643466591835022,0.030471287667751312,0.029192673042416573
56,0.001,5.0,0.08920184006133387,0.0296300035871325,0.011914367336900003,0.16449716687202454,0.02957976423203945,0.026983482763171196
57,0.001,5.0,0.09045092749499506,0.029103837186290372,0.012269418010668408,0.16460618376731873,0.028764065355062485,0.02716842293739319
58,0.001,5.0,0.08616648001536246,0.028505620606724295,0.011532171689454586,0.16572055220603943,0.029531050473451614,0.027237901464104652
59,0.001,5.0,0.08716393995188898,0.029281351595155655,0.011576517575210141,0.16107290983200073,0.02832283452153206,0.026550015434622765
60,0.001,5.0,0.08556501098698185,0.028262995243553194,0.011460403235809456,0.15204103291034698,0.02728397026658058,0.02495141141116619
61,0.001,5.0,0.08367420072036405,0.027944021107208346,0.01114603584151595,0.15716159343719482,0.02898646518588066,0.025635024532675743
62,0.001,5.0,0.08136514225794424,0.02808128267286285,0.010656771941050407,0.16198381781578064,0.02789689414203167,0.026817383244633675
63,0.001,5.0,0.07577074895943364,0.026751671467096574,0.00980381544439062,0.14853838086128235,0.026723183691501617,0.024363039061427116
64,0.001,5.0,0.0749498545642822,0.02639797648354884,0.009710375580095475,0.15322501957416534,0.027188042178750038,0.025207394734025
65,0.001,5.0,0.07296717575480861,0.025779860514786937,0.009437463005944606,0.1443500518798828,0.025671355426311493,0.023735739290714264
66,0.001,5.0,0.07153442273697545,0.025991451746273424,0.009108594092991083,0.15187206864356995,0.02714329957962036,0.024945752695202827
67,0.001,5.0,0.0725279463635337,0.025979223871423353,0.00930974435722155,0.1491980254650116,0.025758011266589165,0.024688001722097397
68,0.001,5.0,0.07286146535508094,0.025699958505649722,0.009432301255724123,0.14495159685611725,0.02576855942606926,0.023836607113480568
69,0.001,5.0,0.06868238002061844,0.025550080162863576,0.008626459902452846,0.14389733970165253,0.025826020166277885,0.02361426316201687
70,0.001,5.0,0.06917432935968522,0.025429705187918678,0.008748924765255182,0.148635134100914,0.025229495018720627,0.024681128561496735
71,0.001,5.0,0.06629075566607137,0.024829289755753933,0.008292293025841635,0.14870519936084747,0.026268327608704567,0.024487372487783432
72,0.001,5.0,0.0652721161323209,0.02474889324437226,0.008104644595615326,0.14872868359088898,0.025949876755475998,0.024555761367082596
73,0.001,5.0,0.06649316318573491,0.02587750256662407,0.008123132122320032,0.14639246463775635,0.02890339307487011,0.023497814312577248
74,0.001,5.0,0.06369143279810105,0.02369769872917283,0.007998746804772847,0.1422346830368042,0.023733029142022133,0.023700330406427383
75,0.001,5.0,0.06641247459957676,0.023280541262319012,0.008626386568310761,0.1395893692970276,0.023844974115490913,0.023148879408836365
76,0.001,5.0,0.06284010073831005,0.023689886344777,0.007830042962826068,0.14062261581420898,0.024711398407816887,0.02318224310874939
77,0.001,5.0,0.06203427850719421,0.023349699263851487,0.007736915782574684,0.12999227643013,0.022573623806238174,0.021483730524778366
78,0.001,5.0,0.0641618582510179,0.023570429864189318,0.008118285722429714,0.14010892808437347,0.022770892828702927,0.02346760593354702
79,0.001,5.0,0.0625616098123212,0.023697437147700017,0.007772834626056494,0.14045260846614838,0.02297982946038246,0.023494556546211243
80,0.001,5.0,0.061979837114772486,0.022392493101858323,0.007917468691424977,0.1325017362833023,0.02300778217613697,0.021898789331316948
81,0.001,5.0,0.0567029875613028,0.02174989683854003,0.006990618042407497,0.13767105340957642,0.021601105108857155,0.023213988170027733
82,0.001,5.0,0.05716415855192369,0.021556137880731012,0.007121604146255601,0.13363631069660187,0.021543066948652267,0.02241864986717701
83,0.001,5.0,0.055708649418046395,0.022125226235197436,0.006716684633565526,0.13431838154792786,0.021360347047448158,0.02259160578250885
84,0.001,5.0,0.05476876264137606,0.021468094279689175,0.006660133735426972,0.12311379611492157,0.020498039200901985,0.020523151382803917
85,0.001,5.0,0.05382897326302144,0.021381710265432636,0.006489452665611621,0.12295391410589218,0.021678252145648003,0.020255131646990776
86,0.001,5.0,0.05463710415267175,0.02151273377239704,0.006624874133136003,0.1272551268339157,0.020639929920434952,0.02132304012775421
87,0.001,5.0,0.055198569091097,0.020336683058450298,0.0069723772035250745,0.12778589129447937,0.020456165075302124,0.02146594598889351
88,0.001,5.0,0.05507013105577038,0.020521925041271795,0.006909641226933849,0.12845447659492493,0.020210430026054382,0.02164880745112896
89,0.001,5.0,0.051741397488982446,0.019859600932367386,0.00637635929630168,0.12085219472646713,0.020060712471604347,0.020158296450972557
90,0.001,5.0,0.048625429311106284,0.020257746950993614,0.005673536512580129,0.12605352699756622,0.02142692171037197,0.02092532254755497
91,0.001,5.0,0.05099442985750014,0.020597060150917498,0.006079474073504248,0.12744194269180298,0.020596183836460114,0.021369149908423424
92,0.001,5.0,0.050186421121320414,0.019764200634052678,0.006084444204105004,0.12431064248085022,0.01942933164536953,0.020976262167096138
93,0.001,5.0,0.0478254480347518,0.019419969765529517,0.005681095577235664,0.11925065517425537,0.01899075135588646,0.020051980391144753
94,0.001,5.0,0.04789475543845084,0.01975691594904469,0.0056275678873662985,0.1221332922577858,0.019032174721360207,0.020620223134756088
95,0.001,5.0,0.04643207325810386,0.01913595460956135,0.005459223813827961,0.12020470201969147,0.019072409719228745,0.020226458087563515
96,0.001,5.0,0.04532162959296857,0.018734773771176414,0.005317371240967224,0.11982179433107376,0.019051795825362206,0.02015399932861328
97,0.001,5.0,0.04574539001670576,0.018576109196029363,0.005433856209199275,0.12508505582809448,0.021051695570349693,0.020806672051548958
98,0.001,5.0,0.04672157199632737,0.019228583622363307,0.00549859770633761,0.1160673201084137,0.019008738920092583,0.019411716610193253
99,0.001,5.0,0.04401349504628489,0.018050038315836462,0.0051926914076771465,0.11736578494310379,0.01962980069220066,0.019547197967767715
100,0.001,5.0,0.04316396061931887,0.018488433227063186,0.004935105391327412,0.11041799932718277,0.01839987374842167,0.01840362511575222
101,0.001,5.0,0.045098167573732716,0.018407986589497136,0.005338036154787387,0.11297085881233215,0.01946122758090496,0.01870192587375641
102,0.001,5.0,0.04679795252459665,0.018739977250656775,0.005611594991698381,0.13268882036209106,0.023176811635494232,0.021902401000261307
103,0.001,5.0,0.04473138053811366,0.018846284507984114,0.0051770191940088426,0.1138971745967865,0.017635086551308632,0.019252417609095573
104,0.001,5.0,0.03968108193047585,0.017440473120058735,0.004448121864228479,0.11041691154241562,0.017052941024303436,0.018672794103622437
105,0.001,5.0,0.040201005435759024,0.017338184790024833,0.004572564232794027,0.11004094779491425,0.01695900969207287,0.018616387620568275
106,0.001,5.0,0.03937764129331035,0.016923211995632417,0.004490885966187043,0.12079644203186035,0.017881736159324646,0.02058294042944908
107,0.001,5.0,0.03985427836737325,0.01729054463606688,0.004512746735746341,0.1192561611533165,0.018442809581756592,0.02016266994178295
108,0.001,5.0,0.04147414965254645,0.017032089372796398,0.004888411964319887,0.11955870687961578,0.018773648887872696,0.020157011225819588
109,0.001,5.0,0.044095604109667966,0.017834657262409886,0.005252189423528409,0.10630694031715393,0.016936441883444786,0.0178740993142128
110,0.001,5.0,0.039276034360931765,0.017482324713660825,0.004358741965505385,0.11066694557666779,0.017014943063259125,0.018730400130152702
111,0.001,5.0,0.03967791933926844,0.01681764085867232,0.004572055693114957,0.11177057772874832,0.018071480095386505,0.018739819526672363
112,0.001,5.0,0.0380703299756973,0.01685104945734624,0.004243856055601951,0.10706629604101181,0.016461528837680817,0.01812095381319523
113,0.001,5.0,0.03673953550957864,0.01632957031289416,0.004081992946955706,0.10907475650310516,0.01668557897210121,0.01847783662378788
114,0.001,5.0,0.03765402535998052,0.016225173678849975,0.004285770370775173,0.12237834185361862,0.016804570332169533,0.021114755421876907
115,0.001,5.0,0.040325001543087345,0.017356552198649414,0.004593689880904651,0.10559281706809998,0.015887942165136337,0.017940973863005638
116,0.001,5.0,0.03893330555048681,0.017342573933063016,0.004318146335501824,0.10829697549343109,0.01669498160481453,0.018320400267839432
117,0.001,5.0,0.03792624073403497,0.017334212188518817,0.004118405785712023,0.11215738952159882,0.01615331694483757,0.01920081488788128
118,0.001,5.0,0.03706118764896547,0.015867716377420772,0.004238694230274808,0.10445878654718399,0.01621341146528721,0.017649075016379356
119,0.001,5.0,0.037423555709181294,0.017587455920875072,0.003967219978691109,0.1011166200041771,0.01589784026145935,0.01704375632107258
120,0.001,5.0,0.03578772281687106,0.01618401069314249,0.0039207424007115825,0.11008615046739578,0.016376331448554993,0.018741963431239128
121,0.001,5.0,0.03806010567613186,0.016884958236328056,0.004235029490965028,0.11279622465372086,0.017953746020793915,0.018968496471643448
122,0.001,5.0,0.039008615898989865,0.016937781966501666,0.004414166812033903,0.11038583517074585,0.01635398343205452,0.018806369975209236
123,0.001,5.0,0.03663086500619688,0.01629011594359913,0.004068149832047282,0.1033606007695198,0.01689780317246914,0.017292559146881104
124,0.001,5.0,0.03738721514180783,0.016076496982526396,0.004262143573273093,0.11525369435548782,0.018321016803383827,0.0193865355104208
125,0.001,5.0,0.03474901983093831,0.01600835472345352,0.0037481329974628263,0.1136508360505104,0.01602349430322647,0.019525468349456787
126,0.001,5.0,0.03951390778585788,0.016289000985242667,0.0046449813225697125,0.10108122229576111,0.016278011724352837,0.016960641369223595
127,0.001,5.0,0.03611473186362174,0.015951178291992794,0.004032710762394052,0.09288115799427032,0.015890907496213913,0.015398048795759678
128,0.001,5.0,0.03295589058149245,0.015476647388911056,0.0034958485911990847,0.1015043556690216,0.015814518555998802,0.01713796705007553
129,0.001,5.0,0.03389240266574967,0.015652386036010518,0.0036480032929009005,0.1065639853477478,0.015731217339634895,0.01816655322909355
130,0.001,5.0,0.03379541587445044,0.014708910663161547,0.0038173010557769767,0.09909288585186005,0.01617066189646721,0.016584444791078568
131,0.001,5.0,0.03034991566692629,0.014503005140971753,0.003169382073646111,0.10022898763418198,0.015439975075423717,0.016957802698016167
132,0.001,5.0,0.03280438530829645,0.015806136172144644,0.0033996498302346274,0.10669932514429092,0.016927605494856834,0.017954343929886818
133,0.001,5.0,0.030592106102455045,0.014612568527339928,0.0031959075187783566,0.10031532496213913,0.015956418588757515,0.016871782019734383
134,0.001,5.0,0.030866662641206095,0.014791255606518637,0.003215081411443891,0.10176468640565872,0.015231745317578316,0.01730658859014511
135,0.001,5.0,0.030583796782359,0.014621951391980532,0.0031923690412734304,0.10076611489057541,0.015788661316037178,0.016995491459965706
136,0.001,5.0,0.030049279151904966,0.014872974280508296,0.0030352610103305307,0.10074960440397263,0.015259637497365475,0.017097992822527885
137,0.001,5.0,0.030971986752363942,0.014336229091690432,0.0033271515313836354,0.08966614305973053,0.014433471485972404,0.015046533197164536
138,0.001,5.0,0.030812671347971884,0.014211866178459698,0.0033201610241385716,0.09979666769504547,0.015675468370318413,0.01682423986494541
139,0.001,5.0,0.03011075863915105,0.014678062856077187,0.003086539143095574,0.0967656672000885,0.018185170367360115,0.015716100111603737
140,0.001,5.0,0.02932056039571762,0.014415450123769621,0.00298102201908947,0.0942816287279129,0.015389101579785347,0.01577850617468357
141,0.001,5.0,0.03103640248938914,0.01439319864936894,0.0033286407312017774,0.09035682678222656,0.015438638627529144,0.014983637258410454
142,0.001,5.0,0.02884865660340555,0.013915616433106123,0.0029866079980086896,0.09549850225448608,0.015631932765245438,0.01597331464290619
143,0.001,5.0,0.029370359896171476,0.014097928369958554,0.003054486321014983,0.10431136935949326,0.017247768118977547,0.017412720248103142
144,0.001,5.0,0.030943454753968022,0.015036778915072642,0.0031813351595173438,0.08883550763130188,0.015582207590341568,0.014650659635663033
145,0.001,5.0,0.027986369966979948,0.014173468845265528,0.002762580245372749,0.09613601863384247,0.015554011799395084,0.016116401180624962
146,0.001,5.0,0.03159990426032774,0.013782845419501104,0.00356341173662053,0.0950983539223671,0.01576281152665615,0.01586710847914219
147,0.001,5.0,0.030174875571843115,0.014316857912607731,0.0031716035108172126,0.08968294411897659,0.014149240218102932,0.015106741338968277
148,0.001,5.0,0.03111634986294854,0.014626930452763073,0.0032978839008137584,0.09393338859081268,0.016521329060196877,0.015482412651181221
149,0.001,5.0,0.027777760139396115,0.014235077756306818,0.0027085364638497274,0.09187256544828415,0.013874584808945656,0.015599596314132214
150,0.001,5.0,0.027185639967360804,0.01325251393380665,0.002786625169157501,0.09911268204450607,0.01435342151671648,0.016951851546764374
151,0.001,5.0,0.027975418214355747,0.013771560463693834,0.002840771565153714,0.09095597267150879,0.015165619552135468,0.015158070251345634
152,0.001,5.0,0.02789897844195366,0.014709339837633794,0.0026379277546619696,0.08951953798532486,0.014956227503716946,0.014912661164999008
153,0.001,5.0,0.02683291094557893,0.013226034269938547,0.0027213753614154074,0.09112811833620071,0.013882382772862911,0.01544914674013853
154,0.001,5.0,0.026080158869585684,0.013278386931145383,0.002560354363653929,0.0919375866651535,0.014479778707027435,0.015491561964154243
155,0.001,5.0,0.026925019769658966,0.01350117371147198,0.002684769243182194,0.08828561007976532,0.015934869647026062,0.014470148831605911
156,0.001,5.0,0.02608900553276462,0.013556263785088254,0.0025065483134840767,0.0911259651184082,0.014891871251165867,0.015246818773448467
157,0.001,5.0,0.026274105173445517,0.01325346015754246,0.0026041290332232754,0.08568111807107925,0.013995682820677757,0.014337086118757725
158,0.001,5.0,0.02842362213038629,0.013375743096994777,0.0030095758209485683,0.0927925780415535,0.013476809486746788,0.01586315408349037
159,0.001,5.0,0.027139890488357313,0.013255465445258924,0.002776884958298216,0.08903783559799194,0.014096844010055065,0.01498819887638092
160,0.001,5.0,0.02781686469191505,0.013853022828698158,0.0027927683869136436,0.08424816280603409,0.013715267181396484,0.01410657912492752
161,0.001,5.0,0.02620814323064781,0.014252343575560277,0.0023911599437856385,0.0888630747795105,0.014061571098864079,0.014960301108658314
162,0.001,5.0,0.025620404510728775,0.013011747250153173,0.0025217314701407186,0.08872223645448685,0.013340272009372711,0.015076393261551857
163,0.001,5.0,0.02556981690107815,0.013126996195604724,0.0024885641290776192,0.08919591456651688,0.013510778546333313,0.015137027017772198
164,0.001,5.0,0.025966929001433235,0.012970947960932408,0.002599196193078833,0.07963715493679047,0.013594044372439384,0.013208622112870216
165,0.001,5.0,0.02561352182660372,0.013544372583348905,0.002413829852406296,0.09384612739086151,0.016598692163825035,0.015449486672878265
166,0.001,5.0,0.027507338011937756,0.014492666123494986,0.0026029343566586895,0.09859566390514374,0.013949926942586899,0.016929147765040398
167,0.001,5.0,0.03145839985940726,0.013287691053964438,0.0036341418407016225,0.09570653736591339,0.013811337761580944,0.016379039734601974
168,0.001,5.0,0.028681988587542888,0.0128373229395478,0.0031689331423671494,0.0914989784359932,0.014779369346797466,0.015343922190368176
169,0.001,5.0,0.030001041930048697,0.013312287959119967,0.003337750812211344,0.09035459160804749,0.014195204712450504,0.015231877565383911
170,0.001,5.0,0.02541189496555636,0.013856443471365398,0.002311090352914987,0.07879681885242462,0.01282650325447321,0.013194062747061253
171,0.001,5.0,0.02610600514397506,0.013543422784536116,0.002512516457617523,0.08668604493141174,0.01350380852818489,0.014636448584496975
172,0.001,5.0,0.028027106076478958,0.012936364123297314,0.003018148401151261,0.0835917517542839,0.013574370183050632,0.014003477059304714
173,0.001,5.0,0.028099922313084526,0.013071295444763476,0.003005725391689808,0.08763487637042999,0.012951062060892582,0.014936763793230057
174,0.001,5.0,0.025991530938734932,0.012879928198432731,0.0026223204857219132,0.09008621424436569,0.014045635238289833,0.015208116732537746
175,0.001,5.0,0.026735762975388957,0.012540494242022115,0.00283905373315417,0.08735017478466034,0.015335198491811752,0.014402995817363262
176,0.001,5.0,0.02406817644594177,0.013065745242901387,0.002200486266144341,0.08157601952552795,0.01317676529288292,0.013679851777851582
177,0.001,5.0,0.023987894817706076,0.012799984249736994,0.0022375821079608175,0.0773347020149231,0.013914905488491058,0.012683959677815437
178,0.001,5.0,0.024817514203248486,0.013489592910533952,0.002265584317126101,0.08277629315853119,0.013211905024945736,0.013912877067923546
179,0.001,5.0,0.023593656868944244,0.01279370205837392,0.0021599909974141947,0.07756036520004272,0.014433837495744228,0.012625304982066154
180,0.001,5.0,0.023854865962939877,0.01315004369544406,0.002140964415194767,0.09053578972816467,0.013894954696297646,0.01532816793769598
181,0.001,5.0,0.0254459920369329,0.012434371942353825,0.002602323991126351,0.08711771667003632,0.014662589877843857,0.014491026289761066
182,0.001,5.0,0.02439872088331369,0.012584563449866349,0.002362831476925602,0.08025410026311874,0.014567277394235134,0.013137363828718662
183,0.001,5.0,0.027776622213423252,0.012910889611849862,0.0029731465751425394,0.08777548372745514,0.01401200145483017,0.014752696268260479
184,0.001,5.0,0.029896310800986904,0.013371158947026538,0.0033050303670367404,0.09044158458709717,0.013734262436628342,0.015341464430093765
185,0.001,5.0,0.02524709596388763,0.012726607146642862,0.002504097744672289,0.08093578368425369,0.01285278145223856,0.013616600073873997
186,0.001,5.0,0.023545888763281606,0.012248384886451306,0.002259500833573721,0.08343847095966339,0.012697719968855381,0.014148150570690632
187,0.001,5.0,0.023397079158213832,0.01202607264501914,0.0022742013341837354,0.07341805100440979,0.012856819666922092,0.01211224589496851
188,0.001,5.0,0.022351290309621442,0.012127569786483241,0.0020447440835977752,0.0789085105061531,0.013858767226338387,0.013009949587285519
189,0.001,5.0,0.023404634828048367,0.011985152561758314,0.002283896451004811,0.08136339485645294,0.01372629776597023,0.013527418486773968
190,0.001,5.0,0.02438146906394151,0.01212795159869617,0.0024507035080704,0.07767482101917267,0.013232097961008549,0.012888544239103794
191,0.001,5.0,0.024270931108584328,0.012722248001204382,0.0023097366492654528,0.08047537505626678,0.013319232501089573,0.013431228697299957
192,0.001,5.0,0.027339038949820302,0.014209407096308085,0.002625926375208843,0.07868614047765732,0.013044302351772785,0.013128366321325302
193,0.001,5.0,0.02515693687863888,0.012248456628332216,0.0025816960673358653,0.08576260507106781,0.01354647520929575,0.014443226158618927
194,0.001,5.0,0.023942766470774528,0.012511531251572793,0.002286247049097813,0.07890477776527405,0.013962743803858757,0.012988406233489513
195,0.001,5.0,0.02206174311258139,0.012213339443288503,0.001969680749630976,0.07835974544286728,0.01594298705458641,0.012483351863920689
196,0.001,5.0,0.023167794660454797,0.012952252020758967,0.002043108557230763,0.08038879930973053,0.0135747529566288,0.013362808153033257
197,0.001,5.0,0.022849187945886966,0.011723559830457933,0.0022251256253390064,0.07660552859306335,0.012491202913224697,0.012822864577174187
198,0.001,5.0,0.021784607140767957,0.011814873350123245,0.001993946712313881,0.07903916388750076,0.013319236226379871,0.013143985532224178
199,0.001,5.0,0.02485596974410357,0.011997494531134445,0.002571694969740366,0.08284683525562286,0.015070212073624134,0.013555323705077171
200,0.001,5.0,0.02427597431045386,0.01266388592099951,0.0023224176951654016,0.08625529706478119,0.01438556145876646,0.014373947866261005
201,0.001,5.0,0.022706165429084532,0.012184242913199047,0.0021043844904089647,0.07599030435085297,0.012977839447557926,0.012602493166923523
202,0.001,5.0,0.023037300415096745,0.012685172440063569,0.0020704256002641013,0.07462208718061447,0.013057456351816654,0.012312925420701504
203,0.001,5.0,0.020836869164580298,0.01157345993053769,0.0018526818640830537,0.0705878883600235,0.012571511790156364,0.011603275313973427
204,0.001,5.0,0.021065140233164834,0.01184205102523969,0.0018446178723787589,0.0738564133644104,0.012600788846611977,0.01225112471729517
205,0.001,5.0,0.020962742007067128,0.011661051637342861,0.0018603380885906518,0.07529333233833313,0.012745464220643044,0.012509574182331562
206,0.001,5.0,0.019954476775901932,0.01140499587411121,0.0017098961754762117,0.07436509430408478,0.013073760084807873,0.012258267030119896
207,0.001,5.0,0.02111480688495982,0.011474455361284556,0.0019280703347777167,0.07314181327819824,0.0127854710444808,0.012071268633008003
208,0.001,5.0,0.02169319335371256,0.01220750328033201,0.0018971380833987027,0.07197464257478714,0.012735933065414429,0.011847741901874542
209,0.001,5.0,0.021661174363426624,0.012197241998247562,0.0018927864843018114,0.07129398733377457,0.012025373056530952,0.011853722855448723
210,0.001,5.0,0.019709676113580505,0.011032844292781046,0.0017353663513917596,0.07314921915531158,0.012947618961334229,0.012040320783853531
211,0.001,5.0,0.02079911082382164,0.011522218119353056,0.0018553785611725142,0.0713803768157959,0.012379097752273083,0.011800256557762623
212,0.001,5.0,0.020257451601566806,0.01127108290130573,0.0017972737400522155,0.07463138550519943,0.01321033202111721,0.01228421088308096
213,0.001,5.0,0.02099688609521235,0.011621001416877393,0.0018751769657096556,0.07053355127573013,0.011980858631432056,0.01171053759753704
214,0.001,5.0,0.021153761674800226,0.010961237348495953,0.002038504872020454,0.06869036704301834,0.012580868788063526,0.011221899650990963
215,0.001,5.0,0.02244896633971122,0.011563659240041048,0.002177061385384971,0.07894796878099442,0.01444325689226389,0.012900942005217075
