mean,std,min,max,q05,q95,mean_error,max_error,success_rate
0.6024584791693259,0.0008508893091204639,0.6006792713413728,0.6064021261627286,0.6011316699955119,0.6035613346484431,0.0022054256988351837,0.006149072692237745,1.0
