train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2,train_rmse_scaled,test_rmse_scaled
0.0005448042930235234,0.00034245408809492785,0.9999683240550852,0.021970483323245284,0.011078057616065416,0.9675558349711146,0.005628138672312817,0.22696760731219306
