train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2,train_rmse_scaled,test_rmse_scaled
1.2900277923359762e-10,7.754712871843594e-11,1.0,0.020568481735350887,0.01072005176455864,0.9715644357360587,1.332672172464586e-09,0.2124841323166468
