Model,Train_R2,Train_RMSE_mm,Train_MAE_mm,Test_R2,Test_RMSE_mm,Test_MAE_mm
Gaussian Process,0.9999683240550852,0.5448042930235,0.34245408809489997,0.9675558349711146,21.9704833232452,11.0780576160654
Random Forest,0.9751551976215187,15.257855757718033,9.260185242614858,0.8359251787236699,49.40743181834484,27.3759568146409
