Kr,hr,f0,f1,A,x_r_start,u_Kr,u_hr,u_f0,u_f1,u_A,u_x_r_start,peak_y_true,target_error_m,target_error_mm,reachability_gap_m,reachability_gap_mm,max_abs_xr_true,constraint_violation_abs_m,constraint_violation_abs_mm,residual_margin_m,residual_margin_mm,feasible_abs,tracking_cost,constraint_cost,J_true,run_label,method,target,iteration,phase,kernel,acquisition,seed,total_budget,initial_points,simulation_time_s,gp_fit_time_s,acquisition_time_s,iteration_time_s,acquisition_score,candidate_pool_size,candidate_pool_global,candidate_pool_local,best_J_so_far,best_feasible_error_so_far_mm,best_feasible_margin_so_far_mm,is_current_best_J,benchmark,kernel_label,acquisition_label,gp_alpha,alpha_label,long_total_evaluations
3859.1077612997415,0.2692854683833028,0.2837507871078041,2.6359831099758075,0.11264294389116997,0.39752565958103875,0.6740307889427832,0.48367276680943655,0.5250022488794402,0.5453277033252691,0.7547647963723324,0.9505131916207749,0.6425730534663547,0.0074269465336452845,7.4269465336452845,0.0074269465336452845,7.4269465336452845,0.5513642712593745,0.05136427125937448,51.36427125937448,-0.05136427125937448,-51.36427125937448,False,0.5515953481362571,1055.3153448026414,1055.8669401507777,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,11,initial_lhs,rbf,pi,2026,200,20,0.43867750000208616,0.0,0.0,0.43872039997950196,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3064.721336934773,0.11123095367465083,0.24472386988816602,2.4528642803173177,0.10114942536245332,0.39645857259421247,0.44706323912422086,0.03208843907043093,0.4134967711090458,0.4842880934391059,0.37164751208177754,0.9291714518842484,0.6293923298404437,0.020607670159556335,20.607670159556335,0.020607670159556335,20.607670159556335,0.573143445458621,0.07314344545862095,73.14344545862095,-0.07314344545862095,-73.14344545862095,False,4.246760694050686,2139.9854454233027,2144.2322061173536,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,12,initial_lhs,rbf,pi,2026,200,20,0.42133460007607937,0.0,0.0,0.4213882000185549,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4864.512872414597,0.15322687298312943,0.10195308003945816,3.3068596802199925,0.09125958853099789,0.35013234479172084,0.9612893921184563,0.1520767799517983,0.005580228684166166,0.7689532267399974,0.04198628436659651,0.0026468958344168627,0.5392685797786678,0.1107314202213322,110.7314202213322,0.1107314202213322,110.7314202213322,0.5207931456992558,0.020793145699255833,20.79314569925583,-0.020793145699255833,-20.79314569925583,False,122.61447424233259,172.94196322819255,295.5564374705251,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,13,initial_lhs,rbf,pi,2026,200,20,0.5255013999994844,0.0,0.0,0.5255473998840898,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4470.86432498244,0.28729008451263494,0.35757176387073963,2.099226102741594,0.11776895540089123,0.3747677786281064,0.8488183785664113,0.5351145271789569,0.7359193253449703,0.36640870091386474,0.9256318466963744,0.49535557256212764,0.6362151264536735,0.013784873546326515,13.784873546326516,0.013784873546326515,13.784873546326516,0.5122159399381673,0.012215939938167275,12.215939938167274,-0.012215939938167275,-12.215939938167274,False,1.9002273868821256,59.69167542916412,61.59190281604624,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,14,initial_lhs,rbf,pi,2026,200,20,0.4219321000855416,0.0,0.0,0.4221830000169575,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
1847.7498696446373,0.4394244744314614,0.21389904168403379,3.6097926817989396,0.1026539642042017,0.3877738522292508,0.09935710561275349,0.9697842126613182,0.3254258333829537,0.86993089393298,0.42179880680672327,0.755477044585016,0.5978693119191226,0.052130688080877396,52.1306880808774,0.052130688080877396,52.1306880808774,0.5023755187037511,0.0023755187037510783,2.3755187037510783,-0.0023755187037510783,-2.3755187037510783,False,27.176086397857325,2.2572356447484814,29.433322042605806,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,15,initial_lhs,rbf,pi,2026,200,20,0.32005629991181195,0.0,0.0,0.32010219991207123,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
2214.2805498726457,0.2192054996807086,0.2935128847842656,1.3318410060515826,0.09354146062166555,0.3558509818312726,0.20408015710647015,0.3405871419448817,0.5528939565264733,0.11061366868386083,0.11804868738885169,0.11701963662545253,0.5947220506405031,0.055277949359496925,55.27794935949692,0.055277949359496925,55.27794935949692,0.46912469547018465,0.0,0.0,0.03087530452981535,30.875304529815352,True,30.55651685391106,0.0,30.55651685391106,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,16,initial_lhs,rbf,pi,2026,200,20,0.45579879987053573,0.0,0.0,0.4558441999834031,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3679.4394597673872,0.41644789225625034,0.14841789389149757,2.8601026011595625,0.10377863540719252,0.3546630963709472,0.6226969885049678,0.904136835017858,0.13833683968999305,0.6200342003865209,0.4592878469064175,0.0932619274189435,0.5698473855719886,0.08015261442801147,80.15261442801147,0.08015261442801147,80.15261442801147,0.46843573219311463,0.0,0.0,0.03156426780688537,31.564267806885372,True,64.24441599645473,0.0,64.24441599645473,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,17,initial_lhs,rbf,pi,2026,200,20,0.39432820002548397,0.0,0.0,0.39437539991922677,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3492.2860519871983,0.4079504141782324,0.40159436402434,1.589842845906919,0.0995897784284487,0.36535730327503335,0.5692245862820566,0.8798583262235213,0.8616981829266859,0.19661428196897296,0.3196592809482898,0.30714606550066764,0.5943044526523505,0.05569554734764948,55.69554734764948,0.05569554734764948,55.69554734764948,0.4743590729175205,0.0,0.0,0.025640927082479503,25.640927082479504,True,31.019939943542646,0.0,31.019939943542646,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,18,initial_lhs,rbf,pi,2026,200,20,0.33252339996397495,0.0,0.0,0.3325700999703258,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
2440.039124086459,0.1993765903295634,0.42102356902136695,1.9992770735895984,0.11149711081738486,0.3871791389963949,0.26858260688184543,0.283933115227324,0.9172101972039055,0.33309235786319946,0.7165703605794955,0.7435827799278973,0.6568261158183046,0.006826115818304612,6.826115818304612,0.0,0.0,0.5427916149487392,0.042791614948739176,42.79161494873917,-0.042791614948739176,-42.79161494873917,False,0.46595857164908444,732.4489239684631,732.9148825401122,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,19,initial_lhs,rbf,pi,2026,200,20,0.37480779993347824,0.0,0.0,0.37485179980285466,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4776.001444765719,0.326927428381554,0.3785315856931529,1.216784557027524,0.11965245266791154,0.3912097935309057,0.9360004127902053,0.6483640810901543,0.7958045305518654,0.07226151900917469,0.9884150889303847,0.8241958706181134,0.6736747088066619,0.023674708806661893,23.674708806661894,0.0,0.0,0.5211408935865828,0.021140893586582776,21.140893586582777,-0.021140893586582776,-21.140893586582777,False,5.604918370802342,178.7749526556867,184.37987102648904,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,20,initial_lhs,rbf,pi,2026,200,20,0.40053949994035065,0.0,0.0,0.40057830000296235,,0,0,0,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
2552.3111292709655,0.330435281072236,0.41630909784149284,2.9261455524877604,0.10679473782165849,0.35603926743920705,0.30066032264884734,0.6583865173492458,0.9037402795471224,0.6420485174959202,0.5598245940552832,0.12078534878414093,0.5903581358565902,0.05964186414340977,59.64186414340978,0.05964186414340977,59.64186414340978,0.4920246597973334,0.0,0.0,0.007975340202666603,7.975340202666603,True,35.57151958500948,0.0,35.57151958500948,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,21,bo,rbf,pi,2026,200,20,0.38576520001515746,0.06130570010282099,0.0025759998243302107,0.4498234000056982,0.9999981672643264,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4077.507758526487,0.35622918667068004,0.11942371907783902,1.1179883573626377,0.09861513405705138,0.39612825867992185,0.736430788150425,0.7320833904876574,0.05549634022239718,0.03932945245421259,0.28717113523504634,0.9225651735984373,0.6265344757957845,0.02346552420421555,23.465524204215548,0.02346552420421555,23.465524204215548,0.5039186130167511,0.003918613016751116,3.9186130167511157,-0.003918613016751116,-3.9186130167511157,False,5.506308261786257,6.142211190020513,11.64851945180677,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,22,bo,rbf,pi,2026,200,20,0.35370979993604124,0.02582259988412261,0.0037471000105142593,0.38340470008552074,0.3471267217183261,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
2463.0532456017436,0.2749226448723322,0.16806621210514977,3.9165128731333176,0.116312033287654,0.37675697772315575,0.2751580701719267,0.4997789853495205,0.19447489172899934,0.9721709577111058,0.8770677762551334,0.5351395544631148,0.6198331747142121,0.030166825285787957,30.166825285787958,0.030166825285787957,30.166825285787958,0.5481779495896766,0.04817794958967658,48.17794958967659,-0.04817794958967658,-48.17794958967659,False,9.100373478232557,928.4459306661672,937.5463041443998,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,23,bo,rbf,pi,2026,200,20,0.4212051001377404,0.09081139997579157,0.0022191000171005726,0.5143340001814067,0.9806011095191541,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3738.1514135001466,0.2550842208820412,0.1500327209196878,2.853377222367013,0.10091040496750109,0.3507320753450364,0.6394718324286133,0.4430977739486892,0.142950631199108,0.617792407455671,0.3636801655833696,0.01464150690072863,0.5660617193273212,0.08393828067267883,83.93828067267883,0.08393828067267883,83.93828067267883,0.500003197389812,3.19738981202633e-06,0.00319738981202633,-3.19738981202633e-06,-0.00319738981202633,False,70.45634962285408,4.089320644019908e-06,70.45635371217472,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,24,bo,rbf,pi,2026,200,20,0.4999849998857826,0.13279189984314144,0.0028994001913815737,0.6357825000304729,1.0,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3444.22046454429,0.2671786980161993,0.1427528567128261,1.2178151894723352,0.09757494573176693,0.3595692827216138,0.5554915612983685,0.4776534229034267,0.1221510191795031,0.07260506315744508,0.2524981910588978,0.19138565443227618,0.5929208606591987,0.05707913934080133,57.07913934080133,0.05707913934080133,57.07913934080133,0.46943555750393995,0.0,0.0,0.03056444249606005,30.564442496060053,True,32.58028147886614,0.0,32.58028147886614,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,25,bo,rbf,pi,2026,200,20,0.3815609999001026,0.0935119001660496,0.002383399987593293,0.47755909990519285,0.9998861677818514,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4906.879104658257,0.22337834124891698,0.15098249486856175,3.1370678693040612,0.09567278348748194,0.35015513962915107,0.9733940299023591,0.35250954642547705,0.1456642710530336,0.7123559564346871,0.18909278291606502,0.0031027925830220404,0.5466873040261467,0.10331269597385329,103.31269597385328,0.10331269597385329,103.31269597385328,0.4978665192796991,0.0,0.0,0.0021334807203008954,2.1334807203008954,True,106.73513149385839,0.0,106.73513149385839,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,26,bo,rbf,pi,2026,200,20,0.5061514000408351,0.1423465998377651,0.0030394999776035547,0.651639899937436,0.9769182594632131,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4743.895040378231,0.26713482191770466,0.134572426986952,3.6244234327394538,0.10996344162487039,0.3575350007115678,0.9268271543937804,0.4775280626220133,0.09877836281986285,0.8748078109131513,0.6654480541623463,0.15070001423135615,0.5785438203055462,0.07145617969445384,71.45617969445384,0.07145617969445384,71.45617969445384,0.527105963039245,0.02710596303924495,27.10596303924495,-0.02710596303924495,-27.10596303924495,False,51.05985616526076,293.89329291396535,344.95314907922614,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,27,bo,rbf,pi,2026,200,20,0.5246760998852551,0.08681939984671772,0.0026420000940561295,0.6142442000564188,0.9999784750493156,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4185.701084603839,0.24599565726128525,0.14374875928937283,1.741575429941923,0.11446198355176723,0.38968229758768025,0.7673431670296685,0.41713044931795784,0.1249964551124938,0.24719180998064105,0.8153994517255744,0.7936459517536053,0.6487948503276182,0.0012051496723818333,1.2051496723818333,0.0012051496723818333,1.2051496723818333,0.5182645445723209,0.01826454457232085,18.26454457232085,-0.01826454457232085,-18.26454457232085,False,0.014523857328420403,133.43743537371802,133.45195923104643,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,28,bo,rbf,pi,2026,200,20,0.4472661998588592,0.13863289984874427,0.0030643001664429903,0.5890941999386996,0.9985669454474093,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
1540.8771183248477,0.23871143860830954,0.14770653461346692,1.6613274118979775,0.09382447456613242,0.39364606512568906,0.01167917666424223,0.3963183960237415,0.13630438460990546,0.2204424706326592,0.12748248553774766,0.8729213025137811,0.6339377755503224,0.016062224449677642,16.062224449677643,0.016062224449677642,16.062224449677643,0.5144937570554928,0.014493757055492829,14.493757055492829,-0.014493757055492829,-14.493757055492829,False,2.5799505427182226,84.02759743345926,86.60754797617749,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,29,bo,rbf,pi,2026,200,20,0.29567130003124475,0.08057800005190074,0.0034319001715630293,0.3798010000027716,0.9998664008427461,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4601.190238680397,0.24356524578500385,0.14412818558279225,1.060305026072157,0.09595607011776823,0.3524800315512817,0.8860543539086848,0.41018641652858245,0.1260805302365493,0.020101675357385607,0.19853567059227462,0.04960063102563517,0.5806107669096459,0.06938923309035416,69.38923309035417,0.06938923309035416,69.38923309035417,0.4579167331743783,0.0,0.0,0.04208326682562169,42.08326682562169,True,48.148656688675004,0.0,48.148656688675004,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,30,bo,rbf,pi,2026,200,20,0.3958528998773545,0.11754460004158318,0.0036126000341027975,0.517108199885115,0.9949528945066133,5000,4000,1000,7.507762845273972,51.94172323502399,12.995256686412604,False,budget_sweep,RBF,PI,1e-08,1e-08,200
2352.4958089065885,0.3038506242794974,0.13438131705356332,1.3523523604938994,0.10080692757637906,0.3689833826858977,0.24357023111616816,0.5824303550842782,0.09823233443875234,0.11745078683129984,0.3602309192126355,0.3796676537179544,0.6135348519221432,0.036465148077856835,36.46514807785684,0.036465148077856835,36.46514807785684,0.4867977575115101,0.0,0.0,0.01320224248848989,13.20224248848989,True,13.29707024340026,0.0,13.29707024340026,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,31,bo,rbf,pi,2026,200,20,0.31393099995329976,0.1460410999134183,0.0027625998482108116,0.4628359000198543,0.7762010805462465,5000,4000,1000,7.507762845273972,36.46514807785684,13.20224248848989,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4102.9287023022025,0.1739435328880242,0.10174856507533867,3.2104657164146335,0.10029769575485091,0.38892501534855023,0.7436939149434865,0.21126723682292625,0.004995900215253313,0.7368219054715445,0.343256525161697,0.7785003069710039,0.5992780315008491,0.05072196849915089,50.72196849915089,0.05072196849915089,50.72196849915089,0.581370373872876,0.08137037387287605,81.37037387287604,-0.08137037387287605,-81.37037387287604,False,25.727180884288554,2648.455097684651,2674.182278568939,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,32,bo,rbf,pi,2026,200,20,0.5084094998892397,0.16917739994823933,0.0035161999985575676,0.681226700078696,0.7776981103265345,5000,4000,1000,7.507762845273972,36.46514807785684,13.20224248848989,False,budget_sweep,RBF,PI,1e-08,1e-08,200
1834.5671031296051,0.27162370035124117,0.12800018753882747,2.3234833023328507,0.11488441210326446,0.3687599616952357,0.09559060089417293,0.49035342957497474,0.08000053582522137,0.44116110077761694,0.8294804034421486,0.3751992339047151,0.6392371285232767,0.01076287147672328,10.76287147672328,0.01076287147672328,10.76287147672328,0.5356267673126828,0.03562676731268277,35.62676731268277,-0.03562676731268277,-35.62676731268277,False,1.1583940242446353,507.70661966081667,508.8650136850613,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,33,bo,rbf,pi,2026,200,20,0.3553726999089122,0.1382669999729842,0.002984199905768037,0.4967510001733899,0.812347331253628,5000,4000,1000,7.507762845273972,36.46514807785684,13.20224248848989,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3026.0293984605655,0.3282462266186309,0.12840922151238923,3.15644326299905,0.10935211814542668,0.35779251204255097,0.4360083995601616,0.6521320760532312,0.08116920432111208,0.7188144209996833,0.6450706048475562,0.15585024085102017,0.5870872479032793,0.06291275209672076,62.91275209672076,0.06291275209672076,62.91275209672076,0.49891935403601,0.0,0.0,0.0010806459639899901,1.0806459639899901,True,39.58014376383442,0.0,39.58014376383442,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,34,bo,rbf,pi,2026,200,20,0.441926300060004,0.12848630012013018,0.0038966999854892492,0.5744350000750273,0.9306219246449503,5000,4000,1000,7.507762845273972,36.46514807785684,13.20224248848989,False,budget_sweep,RBF,PI,1e-08,1e-08,200
3968.3848950005004,0.24353716953834653,0.1521301695759453,2.4004666623558353,0.09137025670131485,0.36374010852729394,0.7052528271430001,0.4101061986809901,0.148943341645558,0.46682222078527846,0.04567522337716157,0.2748021705458785,0.5640164969608632,0.08598350303913682,85.98350303913682,0.08598350303913682,85.98350303913682,0.48445316905989255,0.0,0.0,0.015546830940107448,15.546830940107448,True,73.9316279488125,0.0,73.9316279488125,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,35,bo,rbf,pi,2026,200,20,0.4391944999806583,0.13593410002067685,0.0033196001313626766,0.5785607001744211,0.9418467503737789,5000,4000,1000,7.507762845273972,36.46514807785684,13.20224248848989,False,budget_sweep,RBF,PI,1e-08,1e-08,200
4906.928292010107,0.2428641644396003,0.15223692715077158,3.2548967277431515,0.1087593316936839,0.3998857536106982,0.9734080834314591,0.4081833269702866,0.1492483632879188,0.7516322425810504,0.62531105645613,0.9977150722139642,0.6238499365224622,0.026150063477537788,26.15006347753779,0.026150063477537788,26.15006347753779,0.5662555516899913,0.06625555168999131,66.25555168999131,-0.06625555168999131,-66.25555168999131,False,6.838258198792557,1755.919251898044,1762.7575100968365,budget_long_PI_RBF_alpha1em08_target0650_seed2026,BO,0.65,36,bo,rbf,pi,2026,200,20,0.551672900095582,0.11394519987516105,0.003818799974396825,0.6695622999686748,0.8341595030690092,5000,4000,1000,7.507762845273972,36.46514807785684,13.20224248848989,False,budget_sweep,RBF,PI,1e-08,1e-08,200
